"Plot Title: "
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20137161, SEN S/N: 20137161)","End Of File (LGR S/N: 20137161)"
412,03/27/20 09:00:00 PM,18.616,
413,03/27/20 10:00:00 PM,18.236,
414,03/27/20 11:00:00 PM,17.855,
415,03/28/20 12:00:00 AM,17.475,
416,03/28/20 01:00:00 AM,17.189,
417,03/28/20 02:00:00 AM,16.903,
418,03/28/20 03:00:00 AM,16.618,
419,03/28/20 04:00:00 AM,16.332,
420,03/28/20 05:00:00 AM,16.046,
421,03/28/20 06:00:00 AM,15.855,
422,03/28/20 07:00:00 AM,15.664,
423,03/28/20 08:00:00 AM,15.473,
424,03/28/20 09:00:00 AM,15.282,
425,03/28/20 10:00:00 AM,15.187,
426,03/28/20 11:00:00 AM,15.091,
427,03/28/20 12:00:00 PM,14.996,
428,03/28/20 01:00:00 PM,14.900,
429,03/28/20 02:00:00 PM,14.709,
430,03/28/20 03:00:00 PM,14.709,
431,03/28/20 04:00:00 PM,14.613,
432,03/28/20 05:00:00 PM,14.517,
433,03/28/20 06:00:00 PM,14.421,
434,03/28/20 07:00:00 PM,14.325,
435,03/28/20 08:00:00 PM,14.325,
436,03/28/20 09:00:00 PM,14.230,
437,03/28/20 10:00:00 PM,14.230,
438,03/28/20 11:00:00 PM,14.134,
439,03/29/20 12:00:00 AM,14.038,
440,03/29/20 01:00:00 AM,13.942,
441,03/29/20 02:00:00 AM,13.846,
442,03/29/20 03:00:00 AM,13.750,
443,03/29/20 04:00:00 AM,13.750,
444,03/29/20 05:00:00 AM,13.654,
445,03/29/20 06:00:00 AM,13.558,
446,03/29/20 07:00:00 AM,13.654,
447,03/29/20 08:00:00 AM,14.325,
448,03/29/20 09:00:00 AM,14.804,
449,03/29/20 10:00:00 AM,15.091,
450,03/29/20 11:00:00 AM,15.282,
451,03/29/20 12:00:00 PM,15.473,
452,03/29/20 01:00:00 PM,15.473,
453,03/29/20 02:00:00 PM,15.569,
454,03/29/20 03:00:00 PM,15.569,
455,03/29/20 04:00:00 PM,15.664,
456,03/29/20 05:00:00 PM,15.664,
457,03/29/20 06:00:00 PM,15.664,
458,03/29/20 07:00:00 PM,15.569,
459,03/29/20 08:00:00 PM,15.473,
460,03/29/20 09:00:00 PM,15.378,
461,03/29/20 10:00:00 PM,15.187,
462,03/29/20 11:00:00 PM,15.091,
463,03/30/20 12:00:00 AM,14.900,
464,03/30/20 01:00:00 AM,14.804,
465,03/30/20 02:00:00 AM,14.709,
466,03/30/20 03:00:00 AM,14.517,
467,03/30/20 04:00:00 AM,14.421,
468,03/30/20 05:00:00 AM,14.230,
469,03/30/20 06:00:00 AM,14.134,
470,03/30/20 07:00:00 AM,14.134,
471,03/30/20 08:00:00 AM,14.804,
472,03/30/20 09:00:00 AM,16.141,
473,03/30/20 10:00:00 AM,17.475,
474,03/30/20 11:00:00 AM,18.331,
475,03/30/20 12:00:00 PM,18.806,
476,03/30/20 01:00:00 PM,19.187,
477,03/30/20 02:00:00 PM,19.377,
478,03/30/20 03:00:00 PM,19.567,
479,03/30/20 04:00:00 PM,19.662,
480,03/30/20 05:00:00 PM,19.662,
481,03/30/20 06:00:00 PM,19.662,
482,03/30/20 07:00:00 PM,19.472,
483,03/30/20 08:00:00 PM,19.092,
484,03/30/20 09:00:00 PM,18.711,
485,03/30/20 10:00:00 PM,18.236,
486,03/30/20 11:00:00 PM,17.855,
487,03/31/20 12:00:00 AM,17.475,
488,03/31/20 01:00:00 AM,17.094,
489,03/31/20 02:00:00 AM,16.808,
490,03/31/20 03:00:00 AM,16.427,
491,03/31/20 04:00:00 AM,16.141,
492,03/31/20 05:00:00 AM,15.855,
493,03/31/20 06:00:00 AM,15.569,
494,03/31/20 07:00:00 AM,15.378,
495,03/31/20 08:00:00 AM,15.378,
496,03/31/20 09:00:00 AM,16.523,
497,03/31/20 10:00:00 AM,17.665,
498,03/31/20 11:00:00 AM,18.331,
499,03/31/20 12:00:00 PM,18.901,
500,03/31/20 01:00:00 PM,19.282,
501,03/31/20 02:00:00 PM,19.472,
502,03/31/20 03:00:00 PM,19.567,
503,03/31/20 04:00:00 PM,19.662,
504,03/31/20 05:00:00 PM,19.662,
505,03/31/20 06:00:00 PM,19.662,
506,03/31/20 07:00:00 PM,19.377,
507,03/31/20 08:00:00 PM,19.092,
508,03/31/20 09:00:00 PM,18.616,
509,03/31/20 10:00:00 PM,18.236,
510,03/31/20 11:00:00 PM,17.855,
511,04/01/20 12:00:00 AM,17.379,
512,04/01/20 01:00:00 AM,17.094,
513,04/01/20 02:00:00 AM,16.713,
514,04/01/20 03:00:00 AM,16.332,
515,04/01/20 04:00:00 AM,16.046,
516,04/01/20 05:00:00 AM,15.664,
517,04/01/20 06:00:00 AM,15.378,
518,04/01/20 07:00:00 AM,14.996,
519,04/01/20 08:00:00 AM,15.187,
520,04/01/20 09:00:00 AM,16.332,
521,04/01/20 10:00:00 AM,17.570,
522,04/01/20 11:00:00 AM,18.331,
523,04/01/20 12:00:00 PM,18.806,
524,04/01/20 01:00:00 PM,19.092,
525,04/01/20 02:00:00 PM,19.282,
526,04/01/20 03:00:00 PM,19.472,
527,04/01/20 04:00:00 PM,19.567,
528,04/01/20 05:00:00 PM,19.662,
529,04/01/20 06:00:00 PM,19.662,
530,04/01/20 07:00:00 PM,19.377,
531,04/01/20 08:00:00 PM,19.092,
532,04/01/20 09:00:00 PM,18.616,
533,04/01/20 10:00:00 PM,18.236,
534,04/01/20 11:00:00 PM,17.760,
535,04/02/20 12:00:00 AM,17.379,
536,04/02/20 01:00:00 AM,16.999,
537,04/02/20 02:00:00 AM,16.618,
538,04/02/20 03:00:00 AM,16.141,
539,04/02/20 04:00:00 AM,15.760,
540,04/02/20 05:00:00 AM,15.473,
541,04/02/20 06:00:00 AM,15.091,
542,04/02/20 07:00:00 AM,14.804,
543,04/02/20 08:00:00 AM,15.091,
544,04/02/20 09:00:00 AM,16.237,
545,04/02/20 10:00:00 AM,17.475,
546,04/02/20 11:00:00 AM,18.236,
547,04/02/20 12:00:00 PM,18.806,
548,04/02/20 01:00:00 PM,19.187,
549,04/02/20 02:00:00 PM,19.377,
550,04/02/20 03:00:00 PM,19.567,
551,04/02/20 04:00:00 PM,19.662,
552,04/02/20 05:00:00 PM,19.662,
553,04/02/20 06:00:00 PM,19.662,
554,04/02/20 07:00:00 PM,19.472,
555,04/02/20 08:00:00 PM,19.187,
556,04/02/20 09:00:00 PM,18.711,
557,04/02/20 10:00:00 PM,18.331,
558,04/02/20 11:00:00 PM,17.950,
559,04/03/20 12:00:00 AM,17.570,
560,04/03/20 01:00:00 AM,17.189,
561,04/03/20 02:00:00 AM,16.808,
562,04/03/20 03:00:00 AM,16.427,
563,04/03/20 04:00:00 AM,16.141,
564,04/03/20 05:00:00 AM,15.760,
565,04/03/20 06:00:00 AM,15.473,
566,04/03/20 07:00:00 AM,15.187,
567,04/03/20 08:00:00 AM,15.282,
568,04/03/20 09:00:00 AM,16.427,
569,04/03/20 10:00:00 AM,17.570,
570,04/03/20 11:00:00 AM,18.331,
571,04/03/20 12:00:00 PM,18.806,
572,04/03/20 01:00:00 PM,19.187,
573,04/03/20 02:00:00 PM,19.377,
574,04/03/20 03:00:00 PM,19.472,
575,04/03/20 04:00:00 PM,19.567,
576,04/03/20 05:00:00 PM,19.662,
577,04/03/20 06:00:00 PM,19.662,
578,04/03/20 07:00:00 PM,19.472,
579,04/03/20 08:00:00 PM,19.092,
580,04/03/20 09:00:00 PM,18.711,
581,04/03/20 10:00:00 PM,18.331,
582,04/03/20 11:00:00 PM,17.950,
583,04/04/20 12:00:00 AM,17.570,
584,04/04/20 01:00:00 AM,17.189,
585,04/04/20 02:00:00 AM,16.903,
586,04/04/20 03:00:00 AM,16.523,
587,04/04/20 04:00:00 AM,16.237,
588,04/04/20 05:00:00 AM,15.855,
589,04/04/20 06:00:00 AM,15.569,
590,04/04/20 07:00:00 AM,15.187,
591,04/04/20 08:00:00 AM,14.900,
592,04/04/20 09:00:00 AM,14.613,
593,04/04/20 10:00:00 AM,14.900,
594,04/04/20 11:00:00 AM,14.900,
595,04/04/20 12:00:00 PM,14.996,
596,04/04/20 01:00:00 PM,15.091,
597,04/04/20 02:00:00 PM,15.282,
598,04/04/20 03:00:00 PM,15.378,
599,04/04/20 04:00:00 PM,15.378,
600,04/04/20 05:00:00 PM,15.378,
601,04/04/20 06:00:00 PM,15.378,
602,04/04/20 07:00:00 PM,15.378,
603,04/04/20 08:00:00 PM,15.282,
604,04/04/20 09:00:00 PM,15.187,
605,04/04/20 10:00:00 PM,14.996,
606,04/04/20 11:00:00 PM,14.900,
607,04/05/20 12:00:00 AM,14.709,
608,04/05/20 01:00:00 AM,14.613,
609,04/05/20 02:00:00 AM,14.421,
610,04/05/20 03:00:00 AM,14.325,
611,04/05/20 04:00:00 AM,14.134,
612,04/05/20 05:00:00 AM,14.038,
613,04/05/20 06:00:00 AM,13.846,
614,04/05/20 07:00:00 AM,13.846,
615,04/05/20 08:00:00 AM,14.421,
616,04/05/20 09:00:00 AM,14.804,
617,04/05/20 10:00:00 AM,15.091,
618,04/05/20 11:00:00 AM,15.282,
619,04/05/20 12:00:00 PM,15.378,
620,04/05/20 01:00:00 PM,15.473,
621,04/05/20 02:00:00 PM,15.569,
622,04/05/20 03:00:00 PM,15.664,
623,04/05/20 04:00:00 PM,15.855,
624,04/05/20 05:00:00 PM,15.855,
625,04/05/20 06:00:00 PM,15.855,
626,04/05/20 07:00:00 PM,15.855,
627,04/05/20 08:00:00 PM,15.760,
628,04/05/20 09:00:00 PM,15.664,
629,04/05/20 10:00:00 PM,15.569,
