"Plot Title: "
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20685715, SEN S/N: 20685715)","Host Connected (LGR S/N: 20685715)","Coupler Attached (LGR S/N: 20685715)","Stopped (LGR S/N: 20685715)","End Of File (LGR S/N: 20685715)"
141,03/16/20 02:00:00 PM,18.806,,,,
142,03/16/20 03:00:00 PM,18.996,,,,
143,03/16/20 04:00:00 PM,19.187,,,,
144,03/16/20 05:00:00 PM,19.282,,,,
145,03/16/20 06:00:00 PM,19.187,,,,
146,03/16/20 07:00:00 PM,18.901,,,,
147,03/16/20 08:00:00 PM,18.616,,,,
148,03/16/20 09:00:00 PM,18.331,,,,
149,03/16/20 10:00:00 PM,18.045,,,,
150,03/16/20 11:00:00 PM,17.760,,,,
151,03/17/20 12:00:00 AM,17.475,,,,
152,03/17/20 01:00:00 AM,17.094,,,,
153,03/17/20 02:00:00 AM,16.808,,,,
154,03/17/20 03:00:00 AM,16.332,,,,
155,03/17/20 04:00:00 AM,15.951,,,,
156,03/17/20 05:00:00 AM,15.569,,,,
157,03/17/20 06:00:00 AM,15.187,,,,
158,03/17/20 07:00:00 AM,14.804,,,,
159,03/17/20 08:00:00 AM,15.091,,,,
160,03/17/20 09:00:00 AM,16.618,,,,
161,03/17/20 10:00:00 AM,17.855,,,,
162,03/17/20 11:00:00 AM,18.616,,,,
163,03/17/20 12:00:00 PM,19.187,,,,
164,03/17/20 01:00:00 PM,19.567,,,,
165,03/17/20 02:00:00 PM,19.758,,,,
166,03/17/20 03:00:00 PM,19.853,,,,
167,03/17/20 04:00:00 PM,19.948,,,,
168,03/17/20 05:00:00 PM,19.853,,,,
169,03/17/20 06:00:00 PM,19.853,,,,
170,03/17/20 07:00:00 PM,19.758,,,,
171,03/17/20 08:00:00 PM,19.472,,,,
172,03/17/20 09:00:00 PM,19.282,,,,
173,03/17/20 10:00:00 PM,18.996,,,,
174,03/17/20 11:00:00 PM,18.616,,,,
175,03/18/20 12:00:00 AM,18.331,,,,
176,03/18/20 01:00:00 AM,17.950,,,,
177,03/18/20 02:00:00 AM,17.570,,,,
178,03/18/20 03:00:00 AM,17.189,,,,
179,03/18/20 04:00:00 AM,16.713,,,,
180,03/18/20 05:00:00 AM,16.332,,,,
181,03/18/20 06:00:00 AM,15.951,,,,
182,03/18/20 07:00:00 AM,15.569,,,,
183,03/18/20 08:00:00 AM,15.569,,,,
184,03/18/20 09:00:00 AM,16.713,,,,
185,03/18/20 10:00:00 AM,17.950,,,,
186,03/18/20 11:00:00 AM,18.616,,,,
187,03/18/20 12:00:00 PM,19.187,,,,
188,03/18/20 01:00:00 PM,19.472,,,,
189,03/18/20 02:00:00 PM,19.662,,,,
190,03/18/20 03:00:00 PM,19.853,,,,
191,03/18/20 04:00:00 PM,19.948,,,,
192,03/18/20 05:00:00 PM,19.853,,,,
193,03/18/20 06:00:00 PM,19.853,,,,
194,03/18/20 07:00:00 PM,19.662,,,,
195,03/18/20 08:00:00 PM,19.377,,,,
196,03/18/20 09:00:00 PM,19.092,,,,
197,03/18/20 10:00:00 PM,18.806,,,,
198,03/18/20 11:00:00 PM,18.521,,,,
199,03/19/20 12:00:00 AM,18.140,,,,
200,03/19/20 01:00:00 AM,17.760,,,,
201,03/19/20 02:00:00 AM,17.379,,,,
202,03/19/20 03:00:00 AM,16.903,,,,
203,03/19/20 04:00:00 AM,16.523,,,,
204,03/19/20 05:00:00 AM,16.141,,,,
205,03/19/20 06:00:00 AM,15.760,,,,
206,03/19/20 07:00:00 AM,15.282,,,,
207,03/19/20 08:00:00 AM,15.378,,,,
208,03/19/20 09:00:00 AM,16.808,,,,
209,03/19/20 10:00:00 AM,17.950,,,,
210,03/19/20 11:00:00 AM,18.711,,,,
211,03/19/20 12:00:00 PM,19.187,,,,
212,03/19/20 01:00:00 PM,19.567,,,,
213,03/19/20 02:00:00 PM,19.758,,,,
214,03/19/20 03:00:00 PM,19.948,,,,
215,03/19/20 04:00:00 PM,19.948,,,,
216,03/19/20 05:00:00 PM,19.948,,,,
217,03/19/20 06:00:00 PM,19.853,,,,
218,03/19/20 07:00:00 PM,19.567,,,,
219,03/19/20 08:00:00 PM,19.187,,,,
220,03/19/20 09:00:00 PM,18.901,,,,
221,03/19/20 10:00:00 PM,18.711,,,,
222,03/19/20 11:00:00 PM,18.521,,,,
223,03/20/20 12:00:00 AM,18.236,,,,
224,03/20/20 01:00:00 AM,17.855,,,,
225,03/20/20 02:00:00 AM,17.570,,,,
226,03/20/20 03:00:00 AM,17.189,,,,
227,03/20/20 04:00:00 AM,16.903,,,,
228,03/20/20 05:00:00 AM,16.523,,,,
229,03/20/20 06:00:00 AM,16.141,,,,
230,03/20/20 07:00:00 AM,15.760,,,,
231,03/20/20 08:00:00 AM,15.664,,,,
232,03/20/20 09:00:00 AM,16.903,,,,
233,03/20/20 10:00:00 AM,17.950,,,,
234,03/20/20 11:00:00 AM,18.616,,,,
235,03/20/20 12:00:00 PM,17.760,,,,
236,03/20/20 01:00:00 PM,17.760,,,,
237,03/20/20 02:00:00 PM,18.140,,,,
238,03/20/20 03:00:00 PM,18.426,,,,
239,03/20/20 04:00:00 PM,18.616,,,,
240,03/20/20 05:00:00 PM,19.282,,,,
241,03/20/20 06:00:00 PM,19.662,,,,
242,03/20/20 07:00:00 PM,19.758,,,,
243,03/20/20 08:00:00 PM,19.567,,,,
244,03/20/20 09:00:00 PM,19.377,,,,
245,03/20/20 10:00:00 PM,19.187,,,,
246,03/20/20 11:00:00 PM,18.806,,,,
247,03/21/20 12:00:00 AM,18.521,,,,
248,03/21/20 01:00:00 AM,18.140,,,,
249,03/21/20 02:00:00 AM,17.760,,,,
250,03/21/20 03:00:00 AM,17.379,,,,
251,03/21/20 04:00:00 AM,16.903,,,,
252,03/21/20 05:00:00 AM,16.523,,,,
253,03/21/20 06:00:00 AM,16.141,,,,
254,03/21/20 07:00:00 AM,15.760,,,,
255,03/21/20 08:00:00 AM,15.282,,,,
256,03/21/20 09:00:00 AM,14.996,,,,
257,03/21/20 10:00:00 AM,14.996,,,,
258,03/21/20 11:00:00 AM,14.900,,,,
259,03/21/20 12:00:00 PM,14.804,,,,
260,03/21/20 01:00:00 PM,14.709,,,,
261,03/21/20 02:00:00 PM,14.900,,,,
262,03/21/20 03:00:00 PM,14.996,,,,
263,03/21/20 04:00:00 PM,15.282,,,,
264,03/21/20 05:00:00 PM,15.378,,,,
265,03/21/20 06:00:00 PM,15.473,,,,
266,03/21/20 07:00:00 PM,15.473,,,,
267,03/21/20 08:00:00 PM,15.473,,,,
268,03/21/20 09:00:00 PM,15.378,,,,
269,03/21/20 10:00:00 PM,15.282,,,,
270,03/21/20 11:00:00 PM,15.187,,,,
271,03/22/20 12:00:00 AM,14.996,,,,
272,03/22/20 01:00:00 AM,14.709,,,,
273,03/22/20 02:00:00 AM,14.517,,,,
274,03/22/20 03:00:00 AM,14.230,,,,
275,03/22/20 04:00:00 AM,13.942,,,,
276,03/22/20 05:00:00 AM,13.654,,,,
277,03/22/20 06:00:00 AM,13.365,,,,
278,03/22/20 07:00:00 AM,13.461,,,,
279,03/22/20 08:00:00 AM,14.230,,,,
280,03/22/20 09:00:00 AM,14.804,,,,
281,03/22/20 10:00:00 AM,15.091,,,,
282,03/22/20 11:00:00 AM,15.282,,,,
283,03/22/20 12:00:00 PM,15.473,,,,
284,03/22/20 01:00:00 PM,15.664,,,,
285,03/22/20 02:00:00 PM,15.855,,,,
286,03/22/20 03:00:00 PM,15.951,,,,
287,03/22/20 04:00:00 PM,16.046,,,,
288,03/22/20 05:00:00 PM,16.141,,,,
289,03/22/20 06:00:00 PM,16.141,,,,
290,03/22/20 07:00:00 PM,16.141,,,,
291,03/22/20 08:00:00 PM,16.046,,,,
292,03/22/20 09:00:00 PM,15.951,,,,
293,03/22/20 10:00:00 PM,15.855,,,,
294,03/22/20 11:00:00 PM,15.760,,,,
295,03/23/20 12:00:00 AM,15.664,,,,
296,03/23/20 01:00:00 AM,15.473,,,,
297,03/23/20 02:00:00 AM,15.378,,,,
298,03/23/20 03:00:00 AM,15.187,,,,
299,03/23/20 04:00:00 AM,14.996,,,,
300,03/23/20 05:00:00 AM,14.804,,,,
301,03/23/20 06:00:00 AM,14.709,,,,
302,03/23/20 07:00:00 AM,14.613,,,,
303,03/23/20 08:00:00 AM,15.187,,,,
304,03/23/20 09:00:00 AM,16.523,,,,
305,03/23/20 10:00:00 AM,17.760,,,,
306,03/23/20 11:00:00 AM,18.521,,,,
307,03/23/20 12:00:00 PM,18.996,,,,
308,03/23/20 01:00:00 PM,19.282,,,,
309,03/23/20 02:00:00 PM,19.472,,,,
310,03/23/20 03:00:00 PM,19.662,,,,
311,03/23/20 04:00:00 PM,19.662,,,,
312,03/23/20 05:00:00 PM,19.662,,,,
313,03/23/20 06:00:00 PM,19.662,,,,
314,03/23/20 07:00:00 PM,19.472,,,,
315,03/23/20 08:00:00 PM,19.092,,,,
316,03/23/20 09:00:00 PM,18.711,,,,
317,03/23/20 10:00:00 PM,18.331,,,,
318,03/23/20 11:00:00 PM,17.950,,,,
319,03/24/20 12:00:00 AM,17.570,,,,
320,03/24/20 01:00:00 AM,17.284,,,,
321,03/24/20 02:00:00 AM,16.903,,,,
322,03/24/20 03:00:00 AM,16.618,,,,
323,03/24/20 04:00:00 AM,16.332,,,,
324,03/24/20 05:00:00 AM,16.046,,,,
325,03/24/20 06:00:00 AM,15.760,,,,
326,03/24/20 07:00:00 AM,15.473,,,,
327,03/24/20 08:00:00 AM,15.569,,,,
328,03/24/20 09:00:00 AM,16.808,,,,
329,03/24/20 10:00:00 AM,17.950,,,,
330,03/24/20 11:00:00 AM,18.616,,,,
331,03/24/20 12:00:00 PM,19.092,,,,
332,03/24/20 01:00:00 PM,19.282,,,,
333,03/24/20 02:00:00 PM,19.567,,,,
334,03/24/20 03:00:00 PM,19.567,,,,
335,03/24/20 04:00:00 PM,19.662,,,,
336,03/24/20 05:00:00 PM,19.662,,,,
337,03/24/20 06:00:00 PM,19.567,,,,
338,03/24/20 07:00:00 PM,19.282,,,,
339,03/24/20 08:00:00 PM,18.996,,,,
340,03/24/20 09:00:00 PM,18.521,,,,
341,03/24/20 10:00:00 PM,18.140,,,,
342,03/24/20 11:00:00 PM,17.760,,,,
343,03/25/20 12:00:00 AM,17.379,,,,
344,03/25/20 01:00:00 AM,16.999,,,,
345,03/25/20 02:00:00 AM,16.618,,,,
346,03/25/20 03:00:00 AM,16.237,,,,
347,03/25/20 04:00:00 AM,15.951,,,,
348,03/25/20 05:00:00 AM,15.569,,,,
349,03/25/20 06:00:00 AM,15.282,,,,
350,03/25/20 07:00:00 AM,14.996,,,,
351,03/25/20 08:00:00 AM,15.282,,,,
352,03/25/20 09:00:00 AM,16.713,,,,
353,03/25/20 10:00:00 AM,17.189,,,,
354,03/25/20 11:00:00 AM,17.379,,,,
355,03/25/20 12:00:00 PM,17.379,,,,
356,03/25/20 01:00:00 PM,17.094,,,,
357,03/25/20 02:00:00 PM,16.999,,,,
358,03/25/20 03:00:00 PM,16.999,,,,
359,03/25/20 04:00:00 PM,16.903,,,,
360,03/25/20 05:00:00 PM,16.999,,,,
361,03/25/20 06:00:00 PM,16.999,,,,
362,03/25/20 07:00:00 PM,16.808,,,,
363,03/25/20 08:00:00 PM,16.618,,,,
364,03/25/20 09:00:00 PM,16.332,,,,
365,03/25/20 10:00:00 PM,16.046,,,,
366,03/25/20 11:00:00 PM,15.760,,,,
367,03/26/20 12:00:00 AM,15.378,,,,
368,03/26/20 01:00:00 AM,15.091,,,,
369,03/26/20 02:00:00 AM,14.804,,,,
370,03/26/20 03:00:00 AM,14.517,,,,
371,03/26/20 04:00:00 AM,14.325,,,,
372,03/26/20 05:00:00 AM,14.038,,,,
373,03/26/20 06:00:00 AM,13.750,,,,
374,03/26/20 07:00:00 AM,13.846,,,,
375,03/26/20 08:00:00 AM,14.613,,,,
376,03/26/20 09:00:00 AM,16.141,,,,
377,03/26/20 10:00:00 AM,17.475,,,,
378,03/26/20 11:00:00 AM,18.331,,,,
379,03/26/20 12:00:00 PM,18.806,,,,
380,03/26/20 01:00:00 PM,19.187,,,,
381,03/26/20 02:00:00 PM,19.377,,,,
382,03/26/20 03:00:00 PM,19.567,,,,
383,03/26/20 04:00:00 PM,19.567,,,,
384,03/26/20 05:00:00 PM,19.662,,,,
385,03/26/20 06:00:00 PM,19.662,,,,
386,03/26/20 07:00:00 PM,19.472,,,,
387,03/26/20 08:00:00 PM,19.092,,,,
388,03/26/20 09:00:00 PM,18.711,,,,
389,03/26/20 10:00:00 PM,18.236,,,,
390,03/26/20 11:00:00 PM,17.855,,,,
391,03/27/20 12:00:00 AM,17.475,,,,
392,03/27/20 01:00:00 AM,17.094,,,,
393,03/27/20 02:00:00 AM,16.713,,,,
394,03/27/20 03:00:00 AM,16.332,,,,
395,03/27/20 04:00:00 AM,16.046,,,,
396,03/27/20 05:00:00 AM,15.664,,,,
397,03/27/20 06:00:00 AM,15.378,,,,
398,03/27/20 07:00:00 AM,15.187,,,,
399,03/27/20 08:00:00 AM,15.378,,,,
400,03/27/20 09:00:00 AM,16.618,,,,
401,03/27/20 10:00:00 AM,17.760,,,,
402,03/27/20 11:00:00 AM,18.426,,,,
403,03/27/20 12:00:00 PM,18.901,,,,
404,03/27/20 01:00:00 PM,19.187,,,,
405,03/27/20 02:00:00 PM,19.377,,,,
406,03/27/20 03:00:00 PM,19.472,,,,
407,03/27/20 04:00:00 PM,19.567,,,,
408,03/27/20 05:00:00 PM,19.567,,,,
409,03/27/20 06:00:00 PM,19.662,,,,
410,03/27/20 07:00:00 PM,19.377,,,,
411,03/27/20 08:00:00 PM,18.996,,,,
412,03/27/20 09:00:00 PM,18.616,,,,
413,03/27/20 10:00:00 PM,18.236,,,,
414,03/27/20 11:00:00 PM,17.855,,,,
415,03/28/20 12:00:00 AM,17.475,,,,
416,03/28/20 01:00:00 AM,17.189,,,,
417,03/28/20 02:00:00 AM,16.903,,,,
418,03/28/20 03:00:00 AM,16.523,,,,
419,03/28/20 04:00:00 AM,16.332,,,,
420,03/28/20 05:00:00 AM,16.046,,,,
421,03/28/20 06:00:00 AM,15.855,,,,
422,03/28/20 07:00:00 AM,15.664,,,,
423,03/28/20 08:00:00 AM,15.473,,,,
424,03/28/20 09:00:00 AM,15.282,,,,
425,03/28/20 10:00:00 AM,15.187,,,,
426,03/28/20 11:00:00 AM,15.091,,,,
427,03/28/20 12:00:00 PM,14.996,,,,
428,03/28/20 01:00:00 PM,14.900,,,,
429,03/28/20 02:00:00 PM,14.804,,,,
430,03/28/20 03:00:00 PM,14.709,,,,
431,03/28/20 04:00:00 PM,14.613,,,,
432,03/28/20 05:00:00 PM,14.517,,,,
433,03/28/20 06:00:00 PM,14.421,,,,
434,03/28/20 07:00:00 PM,14.421,,,,
435,03/28/20 08:00:00 PM,14.325,,,,
436,03/28/20 09:00:00 PM,14.230,,,,
437,03/28/20 10:00:00 PM,14.230,,,,
438,03/28/20 11:00:00 PM,14.134,,,,
439,03/29/20 12:00:00 AM,14.038,,,,
440,03/29/20 01:00:00 AM,13.942,,,,
441,03/29/20 02:00:00 AM,13.942,,,,
442,03/29/20 03:00:00 AM,13.846,,,,
443,03/29/20 04:00:00 AM,13.750,,,,
444,03/29/20 05:00:00 AM,13.654,,,,
445,03/29/20 06:00:00 AM,13.558,,,,
446,03/29/20 07:00:00 AM,13.654,,,,
447,03/29/20 08:00:00 AM,14.421,,,,
448,03/29/20 09:00:00 AM,14.900,,,,
449,03/29/20 10:00:00 AM,15.187,,,,
450,03/29/20 11:00:00 AM,15.378,,,,
451,03/29/20 12:00:00 PM,15.473,,,,
452,03/29/20 01:00:00 PM,15.569,,,,
453,03/29/20 02:00:00 PM,15.569,,,,
454,03/29/20 03:00:00 PM,15.569,,,,
455,03/29/20 04:00:00 PM,15.664,,,,
456,03/29/20 05:00:00 PM,15.664,,,,
457,03/29/20 06:00:00 PM,15.664,,,,
458,03/29/20 07:00:00 PM,15.569,,,,
459,03/29/20 08:00:00 PM,15.473,,,,
460,03/29/20 09:00:00 PM,15.378,,,,
461,03/29/20 10:00:00 PM,15.187,,,,
462,03/29/20 11:00:00 PM,15.091,,,,
463,03/30/20 12:00:00 AM,14.996,,,,
464,03/30/20 01:00:00 AM,14.804,,,,
465,03/30/20 02:00:00 AM,14.709,,,,
466,03/30/20 03:00:00 AM,14.517,,,,
467,03/30/20 04:00:00 AM,14.421,,,,
468,03/30/20 05:00:00 AM,14.230,,,,
469,03/30/20 06:00:00 AM,14.134,,,,
470,03/30/20 07:00:00 AM,14.230,,,,
471,03/30/20 08:00:00 AM,14.900,,,,
472,03/30/20 09:00:00 AM,16.332,,,,
473,03/30/20 10:00:00 AM,17.665,,,,
474,03/30/20 11:00:00 AM,18.426,,,,
475,03/30/20 12:00:00 PM,18.901,,,,
476,03/30/20 01:00:00 PM,19.282,,,,
477,03/30/20 02:00:00 PM,19.472,,,,
478,03/30/20 03:00:00 PM,19.662,,,,
479,03/30/20 04:00:00 PM,19.662,,,,
480,03/30/20 05:00:00 PM,19.758,,,,
481,03/30/20 06:00:00 PM,19.662,,,,
482,03/30/20 07:00:00 PM,19.472,,,,
483,03/30/20 08:00:00 PM,19.092,,,,
484,03/30/20 09:00:00 PM,18.616,,,,
485,03/30/20 10:00:00 PM,18.236,,,,
486,03/30/20 11:00:00 PM,17.855,,,,
487,03/31/20 12:00:00 AM,17.475,,,,
488,03/31/20 01:00:00 AM,17.094,,,,
489,03/31/20 02:00:00 AM,16.713,,,,
490,03/31/20 03:00:00 AM,16.427,,,,
491,03/31/20 04:00:00 AM,16.141,,,,
492,03/31/20 05:00:00 AM,15.855,,,,
493,03/31/20 06:00:00 AM,15.569,,,,
494,03/31/20 07:00:00 AM,15.378,,,,
495,03/31/20 08:00:00 AM,15.473,,,,
496,03/31/20 09:00:00 AM,16.618,,,,
497,03/31/20 10:00:00 AM,17.760,,,,
498,03/31/20 11:00:00 AM,18.521,,,,
499,03/31/20 12:00:00 PM,18.996,,,,
500,03/31/20 01:00:00 PM,19.282,,,,
501,03/31/20 02:00:00 PM,19.472,,,,
502,03/31/20 03:00:00 PM,19.662,,,,
503,03/31/20 04:00:00 PM,19.662,,,,
504,03/31/20 05:00:00 PM,19.662,,,,
505,03/31/20 06:00:00 PM,19.662,,,,
506,03/31/20 07:00:00 PM,19.377,,,,
507,03/31/20 08:00:00 PM,19.092,,,,
508,03/31/20 09:00:00 PM,18.616,,,,
509,03/31/20 10:00:00 PM,18.236,,,,
510,03/31/20 11:00:00 PM,17.760,,,,
511,04/01/20 12:00:00 AM,17.379,,,,
512,04/01/20 01:00:00 AM,16.999,,,,
513,04/01/20 02:00:00 AM,16.713,,,,
514,04/01/20 03:00:00 AM,16.332,,,,
515,04/01/20 04:00:00 AM,15.951,,,,
516,04/01/20 05:00:00 AM,15.664,,,,
517,04/01/20 06:00:00 AM,15.378,,,,
518,04/01/20 07:00:00 AM,14.996,,,,
519,04/01/20 08:00:00 AM,15.282,,,,
520,04/01/20 09:00:00 AM,16.523,,,,
521,04/01/20 10:00:00 AM,17.665,,,,
522,04/01/20 11:00:00 AM,18.426,,,,
523,04/01/20 12:00:00 PM,18.901,,,,
524,04/01/20 01:00:00 PM,19.187,,,,
525,04/01/20 02:00:00 PM,19.377,,,,
526,04/01/20 03:00:00 PM,19.472,,,,
527,04/01/20 04:00:00 PM,19.567,,,,
528,04/01/20 05:00:00 PM,19.662,,,,
529,04/01/20 06:00:00 PM,19.662,,,,
530,04/01/20 07:00:00 PM,19.377,,,,
531,04/01/20 08:00:00 PM,19.092,,,,
532,04/01/20 09:00:00 PM,18.616,,,,
533,04/01/20 10:00:00 PM,18.236,,,,
534,04/01/20 11:00:00 PM,17.760,,,,
535,04/02/20 12:00:00 AM,17.379,,,,
536,04/02/20 01:00:00 AM,16.903,,,,
537,04/02/20 02:00:00 AM,16.523,,,,
538,04/02/20 03:00:00 AM,16.141,,,,
539,04/02/20 04:00:00 AM,15.760,,,,
540,04/02/20 05:00:00 AM,15.473,,,,
541,04/02/20 06:00:00 AM,15.091,,,,
542,04/02/20 07:00:00 AM,14.804,,,,
543,04/02/20 08:00:00 AM,15.187,,,,
544,04/02/20 09:00:00 AM,16.427,,,,
545,04/02/20 10:00:00 AM,17.665,,,,
546,04/02/20 11:00:00 AM,18.331,,,,
547,04/02/20 12:00:00 PM,18.901,,,,
548,04/02/20 01:00:00 PM,19.282,,,,
549,04/02/20 02:00:00 PM,19.472,,,,
