"Plot Title: RDRCRK_U"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20137141, SEN S/N: 20137141, LBL: Temp)","Coupler Attached (LGR S/N: 20137141)","Coupler Detached (LGR S/N: 20137141)","Host Connected (LGR S/N: 20137141)","Stopped (LGR S/N: 20137141)","End Of File (LGR S/N: 20137141)"
71,07/08/22 22:00:00,4.102,,,,,
72,07/08/22 22:30:00,4.102,,,,,
73,07/08/22 23:00:00,4.102,,,,,
74,07/08/22 23:30:00,3.998,,,,,
75,07/09/22 00:00:00,3.998,,,,,
76,07/09/22 00:30:00,3.998,,,,,
77,07/09/22 01:00:00,3.998,,,,,
78,07/09/22 01:30:00,3.998,,,,,
79,07/09/22 02:00:00,3.998,,,,,
80,07/09/22 02:30:00,3.998,,,,,
81,07/09/22 03:00:00,3.998,,,,,
82,07/09/22 03:30:00,3.998,,,,,
83,07/09/22 04:00:00,3.998,,,,,
84,07/09/22 04:30:00,3.998,,,,,
85,07/09/22 05:00:00,3.998,,,,,
86,07/09/22 05:30:00,3.998,,,,,
87,07/09/22 06:00:00,3.998,,,,,
88,07/09/22 06:30:00,3.998,,,,,
89,07/09/22 07:00:00,3.998,,,,,
90,07/09/22 07:30:00,3.998,,,,,
91,07/09/22 08:00:00,4.102,,,,,
92,07/09/22 08:30:00,4.102,,,,,
93,07/09/22 09:00:00,4.207,,,,,
94,07/09/22 09:30:00,4.207,,,,,
95,07/09/22 10:00:00,4.311,,,,,
96,07/09/22 10:30:00,4.207,,,,,
97,07/09/22 11:00:00,4.311,,,,,
98,07/09/22 11:30:00,4.415,,,,,
99,07/09/22 12:00:00,4.415,,,,,
100,07/09/22 12:30:00,4.519,,,,,
101,07/09/22 13:00:00,4.415,,,,,
102,07/09/22 13:30:00,4.519,,,,,
103,07/09/22 14:00:00,4.311,,,,,
104,07/09/22 14:30:00,4.311,,,,,
105,07/09/22 15:00:00,4.311,,,,,
106,07/09/22 15:30:00,4.311,,,,,
107,07/09/22 16:00:00,4.311,,,,,
108,07/09/22 16:30:00,4.311,,,,,
109,07/09/22 17:00:00,4.311,,,,,
110,07/09/22 17:30:00,4.311,,,,,
111,07/09/22 18:00:00,4.311,,,,,
112,07/09/22 18:30:00,4.207,,,,,
113,07/09/22 19:00:00,4.207,,,,,
114,07/09/22 19:30:00,4.207,,,,,
115,07/09/22 20:00:00,4.207,,,,,
116,07/09/22 20:30:00,4.102,,,,,
117,07/09/22 21:00:00,4.102,,,,,
118,07/09/22 21:30:00,4.102,,,,,
119,07/09/22 22:00:00,4.102,,,,,
120,07/09/22 22:30:00,4.102,,,,,
121,07/09/22 23:00:00,4.102,,,,,
122,07/09/22 23:30:00,4.102,,,,,
123,07/10/22 00:00:00,4.102,,,,,
124,07/10/22 00:30:00,4.102,,,,,
125,07/10/22 01:00:00,4.102,,,,,
126,07/10/22 01:30:00,3.998,,,,,
127,07/10/22 02:00:00,3.998,,,,,
128,07/10/22 02:30:00,3.998,,,,,
129,07/10/22 03:00:00,4.102,,,,,
130,07/10/22 03:30:00,3.998,,,,,
131,07/10/22 04:00:00,3.998,,,,,
132,07/10/22 04:30:00,3.998,,,,,
133,07/10/22 05:00:00,3.998,,,,,
134,07/10/22 05:30:00,3.998,,,,,
135,07/10/22 06:00:00,3.998,,,,,
136,07/10/22 06:30:00,3.998,,,,,
137,07/10/22 07:00:00,3.998,,,,,
138,07/10/22 07:30:00,3.998,,,,,
139,07/10/22 08:00:00,4.102,,,,,
140,07/10/22 08:30:00,4.102,,,,,
141,07/10/22 09:00:00,4.207,,,,,
142,07/10/22 09:30:00,4.207,,,,,
143,07/10/22 10:00:00,4.207,,,,,
144,07/10/22 10:30:00,4.207,,,,,
145,07/10/22 11:00:00,4.311,,,,,
146,07/10/22 11:30:00,4.311,,,,,
147,07/10/22 12:00:00,4.415,,,,,
148,07/10/22 12:30:00,4.415,,,,,
149,07/10/22 13:00:00,4.415,,,,,
150,07/10/22 13:30:00,4.415,,,,,
151,07/10/22 14:00:00,4.519,,,,,
152,07/10/22 14:30:00,4.415,,,,,
153,07/10/22 15:00:00,4.415,,,,,
154,07/10/22 15:30:00,4.311,,,,,
155,07/10/22 16:00:00,4.311,,,,,
156,07/10/22 16:30:00,4.311,,,,,
157,07/10/22 17:00:00,4.311,,,,,
158,07/10/22 17:30:00,4.311,,,,,
159,07/10/22 18:00:00,4.311,,,,,
160,07/10/22 18:30:00,4.207,,,,,
161,07/10/22 19:00:00,4.207,,,,,
162,07/10/22 19:30:00,4.207,,,,,
163,07/10/22 20:00:00,4.207,,,,,
164,07/10/22 20:30:00,4.102,,,,,
165,07/10/22 21:00:00,4.102,,,,,
166,07/10/22 21:30:00,4.102,,,,,
167,07/10/22 22:00:00,4.102,,,,,
168,07/10/22 22:30:00,4.102,,,,,
169,07/10/22 23:00:00,4.102,,,,,
170,07/10/22 23:30:00,4.102,,,,,
171,07/11/22 00:00:00,3.998,,,,,
172,07/11/22 00:30:00,3.998,,,,,
173,07/11/22 01:00:00,3.998,,,,,
174,07/11/22 01:30:00,3.998,,,,,
175,07/11/22 02:00:00,3.998,,,,,
176,07/11/22 02:30:00,3.998,,,,,
177,07/11/22 03:00:00,4.102,,,,,
178,07/11/22 03:30:00,3.998,,,,,
179,07/11/22 04:00:00,3.998,,,,,
180,07/11/22 04:30:00,4.102,,,,,
181,07/11/22 05:00:00,4.102,,,,,
182,07/11/22 05:30:00,4.102,,,,,
183,07/11/22 06:00:00,4.102,,,,,
184,07/11/22 06:30:00,4.102,,,,,
185,07/11/22 07:00:00,4.102,,,,,
186,07/11/22 07:30:00,4.102,,,,,
187,07/11/22 08:00:00,4.102,,,,,
188,07/11/22 08:30:00,4.207,,,,,
189,07/11/22 09:00:00,4.311,,,,,
190,07/11/22 09:30:00,4.311,,,,,
191,07/11/22 10:00:00,4.311,,,,,
192,07/11/22 10:30:00,4.311,,,,,
193,07/11/22 11:00:00,4.415,,,,,
194,07/11/22 11:30:00,4.415,,,,,
195,07/11/22 12:00:00,4.519,,,,,
196,07/11/22 12:30:00,4.519,,,,,
197,07/11/22 13:00:00,4.519,,,,,
198,07/11/22 13:30:00,4.519,,,,,
199,07/11/22 14:00:00,4.623,,,,,
200,07/11/22 14:30:00,4.519,,,,,
201,07/11/22 15:00:00,4.519,,,,,
202,07/11/22 15:30:00,4.415,,,,,
203,07/11/22 16:00:00,4.415,,,,,
204,07/11/22 16:30:00,4.415,,,,,
205,07/11/22 17:00:00,4.415,,,,,
206,07/11/22 17:30:00,4.415,,,,,
207,07/11/22 18:00:00,4.311,,,,,
208,07/11/22 18:30:00,4.311,,,,,
209,07/11/22 19:00:00,4.311,,,,,
210,07/11/22 19:30:00,4.207,,,,,
211,07/11/22 20:00:00,4.207,,,,,
212,07/11/22 20:30:00,4.207,,,,,
213,07/11/22 21:00:00,4.207,,,,,
214,07/11/22 21:30:00,4.102,,,,,
215,07/11/22 22:00:00,4.102,,,,,
216,07/11/22 22:30:00,4.102,,,,,
217,07/11/22 23:00:00,4.102,,,,,
218,07/11/22 23:30:00,4.102,,,,,
219,07/12/22 00:00:00,4.102,,,,,
220,07/12/22 00:30:00,4.102,,,,,
221,07/12/22 01:00:00,4.102,,,,,
222,07/12/22 01:30:00,4.102,,,,,
223,07/12/22 02:00:00,4.102,,,,,
224,07/12/22 02:30:00,4.102,,,,,
225,07/12/22 03:00:00,4.102,,,,,
226,07/12/22 03:30:00,4.102,,,,,
227,07/12/22 04:00:00,4.102,,,,,
228,07/12/22 04:30:00,4.102,,,,,
229,07/12/22 05:00:00,4.102,,,,,
230,07/12/22 05:30:00,4.102,,,,,
231,07/12/22 06:00:00,4.102,,,,,
232,07/12/22 06:30:00,4.102,,,,,
233,07/12/22 07:00:00,4.102,,,,,
234,07/12/22 07:30:00,4.102,,,,,
235,07/12/22 08:00:00,4.102,,,,,
236,07/12/22 08:30:00,4.102,,,,,
237,07/12/22 09:00:00,4.207,,,,,
238,07/12/22 09:30:00,4.311,,,,,
239,07/12/22 10:00:00,4.311,,,,,
240,07/12/22 10:30:00,4.311,,,,,
241,07/12/22 11:00:00,4.415,,,,,
242,07/12/22 11:30:00,4.415,,,,,
243,07/12/22 12:00:00,4.519,,,,,
244,07/12/22 12:30:00,4.519,,,,,
245,07/12/22 13:00:00,4.519,,,,,
246,07/12/22 13:30:00,4.519,,,,,
247,07/12/22 14:00:00,4.623,,,,,
248,07/12/22 14:30:00,4.519,,,,,
249,07/12/22 15:00:00,4.519,,,,,
250,07/12/22 15:30:00,4.519,,,,,
251,07/12/22 16:00:00,4.415,,,,,
252,07/12/22 16:30:00,4.415,,,,,
253,07/12/22 17:00:00,4.415,,,,,
254,07/12/22 17:30:00,4.415,,,,,
255,07/12/22 18:00:00,4.311,,,,,
256,07/12/22 18:30:00,4.311,,,,,
257,07/12/22 19:00:00,4.311,,,,,
258,07/12/22 19:30:00,4.311,,,,,
259,07/12/22 20:00:00,4.207,,,,,
260,07/12/22 20:30:00,4.207,,,,,
261,07/12/22 21:00:00,4.207,,,,,
262,07/12/22 21:30:00,4.102,,,,,
263,07/12/22 22:00:00,4.102,,,,,
264,07/12/22 22:30:00,4.102,,,,,
265,07/12/22 23:00:00,4.102,,,,,
266,07/12/22 23:30:00,4.102,,,,,
267,07/13/22 00:00:00,4.102,,,,,
268,07/13/22 00:30:00,4.102,,,,,
269,07/13/22 01:00:00,4.102,,,,,
270,07/13/22 01:30:00,4.102,,,,,
271,07/13/22 02:00:00,3.998,,,,,
272,07/13/22 02:30:00,3.998,,,,,
273,07/13/22 03:00:00,3.998,,,,,
274,07/13/22 03:30:00,3.998,,,,,
275,07/13/22 04:00:00,3.998,,,,,
276,07/13/22 04:30:00,3.998,,,,,
277,07/13/22 05:00:00,3.998,,,,,
278,07/13/22 05:30:00,3.998,,,,,
279,07/13/22 06:00:00,3.998,,,,,
280,07/13/22 06:30:00,3.998,,,,,
281,07/13/22 07:00:00,3.998,,,,,
282,07/13/22 07:30:00,4.102,,,,,
283,07/13/22 08:00:00,3.998,,,,,
284,07/13/22 08:30:00,4.102,,,,,
285,07/13/22 09:00:00,4.207,,,,,
286,07/13/22 09:30:00,4.207,,,,,
287,07/13/22 10:00:00,4.207,,,,,
288,07/13/22 10:30:00,4.207,,,,,
289,07/13/22 11:00:00,4.311,,,,,
290,07/13/22 11:30:00,4.311,,,,,
291,07/13/22 12:00:00,4.415,,,,,
292,07/13/22 12:30:00,4.415,,,,,
293,07/13/22 13:00:00,4.415,,,,,
294,07/13/22 13:30:00,4.519,,,,,
295,07/13/22 14:00:00,4.519,,,,,
296,07/13/22 14:30:00,4.415,,,,,
297,07/13/22 15:00:00,4.415,,,,,
298,07/13/22 15:30:00,4.415,,,,,
299,07/13/22 16:00:00,4.311,,,,,
300,07/13/22 16:30:00,4.311,,,,,
301,07/13/22 17:00:00,4.311,,,,,
302,07/13/22 17:30:00,4.311,,,,,
303,07/13/22 18:00:00,4.207,,,,,
304,07/13/22 18:30:00,4.207,,,,,
305,07/13/22 19:00:00,4.207,,,,,
306,07/13/22 19:30:00,4.207,,,,,
307,07/13/22 20:00:00,4.207,,,,,
308,07/13/22 20:30:00,4.102,,,,,
309,07/13/22 21:00:00,4.102,,,,,
310,07/13/22 21:30:00,4.102,,,,,
311,07/13/22 22:00:00,4.102,,,,,
312,07/13/22 22:30:00,3.998,,,,,
313,07/13/22 23:00:00,3.998,,,,,
314,07/13/22 23:30:00,3.998,,,,,
315,07/14/22 00:00:00,3.998,,,,,
316,07/14/22 00:30:00,3.998,,,,,
317,07/14/22 01:00:00,3.998,,,,,
318,07/14/22 01:30:00,3.998,,,,,
319,07/14/22 02:00:00,3.998,,,,,
320,07/14/22 02:30:00,3.998,,,,,
321,07/14/22 03:00:00,3.998,,,,,
322,07/14/22 03:30:00,3.998,,,,,
323,07/14/22 04:00:00,3.998,,,,,
324,07/14/22 04:30:00,3.998,,,,,
325,07/14/22 05:00:00,3.998,,,,,
326,07/14/22 05:30:00,3.998,,,,,
327,07/14/22 06:00:00,3.998,,,,,
328,07/14/22 06:30:00,3.998,,,,,
329,07/14/22 07:00:00,3.998,,,,,
330,07/14/22 07:30:00,3.998,,,,,
331,07/14/22 08:00:00,3.998,,,,,
332,07/14/22 08:30:00,4.102,,,,,
333,07/14/22 09:00:00,4.102,,,,,
334,07/14/22 09:30:00,4.207,,,,,
335,07/14/22 10:00:00,4.207,,,,,
336,07/14/22 10:30:00,4.207,,,,,
337,07/14/22 11:00:00,4.311,,,,,
338,07/14/22 11:30:00,4.311,,,,,
339,07/14/22 12:00:00,4.415,,,,,
340,07/14/22 12:30:00,4.415,,,,,
341,07/14/22 13:00:00,4.415,,,,,
342,07/14/22 13:30:00,4.519,,,,,
343,07/14/22 14:00:00,4.519,,,,,
344,07/14/22 14:30:00,4.415,,,,,
345,07/14/22 15:00:00,4.415,,,,,
346,07/14/22 15:30:00,4.415,,,,,
347,07/14/22 16:00:00,4.415,,,,,
348,07/14/22 16:30:00,4.311,,,,,
349,07/14/22 17:00:00,4.311,,,,,
350,07/14/22 17:30:00,4.311,,,,,
351,07/14/22 18:00:00,4.311,,,,,
352,07/14/22 18:30:00,4.311,,,,,
353,07/14/22 19:00:00,4.207,,,,,
354,07/14/22 19:30:00,4.207,,,,,
355,07/14/22 20:00:00,4.207,,,,,
356,07/14/22 20:30:00,4.102,,,,,
357,07/14/22 21:00:00,4.102,,,,,
358,07/14/22 21:30:00,4.102,,,,,
359,07/14/22 22:00:00,4.102,,,,,
360,07/14/22 22:30:00,4.102,,,,,
361,07/14/22 23:00:00,3.998,,,,,
362,07/14/22 23:30:00,4.102,,,,,
363,07/15/22 00:00:00,3.998,,,,,
364,07/15/22 00:30:00,3.998,,,,,
365,07/15/22 01:00:00,3.998,,,,,
366,07/15/22 01:30:00,3.998,,,,,
367,07/15/22 02:00:00,3.998,,,,,
368,07/15/22 02:30:00,3.998,,,,,
369,07/15/22 03:00:00,3.998,,,,,
370,07/15/22 03:30:00,3.998,,,,,
371,07/15/22 04:00:00,3.998,,,,,
372,07/15/22 04:30:00,3.998,,,,,
373,07/15/22 05:00:00,4.102,,,,,
374,07/15/22 05:30:00,3.998,,,,,
375,07/15/22 06:00:00,4.102,,,,,
376,07/15/22 06:30:00,4.102,,,,,
377,07/15/22 07:00:00,3.998,,,,,
378,07/15/22 07:30:00,3.998,,,,,
379,07/15/22 08:00:00,3.998,,,,,
380,07/15/22 08:30:00,4.102,,,,,
381,07/15/22 09:00:00,4.207,,,,,
382,07/15/22 09:30:00,4.207,,,,,
383,07/15/22 10:00:00,4.311,,,,,
384,07/15/22 10:30:00,4.311,,,,,
385,07/15/22 11:00:00,4.311,,,,,
386,07/15/22 11:30:00,4.311,,,,,
387,07/15/22 12:00:00,4.311,,,,,
388,07/15/22 12:30:00,4.415,,,,,
389,07/15/22 13:00:00,4.415,,,,,
390,07/15/22 13:30:00,4.415,,,,,
391,07/15/22 14:00:00,4.519,,,,,
392,07/15/22 14:30:00,4.415,,,,,
393,07/15/22 15:00:00,4.415,,,,,
394,07/15/22 15:30:00,4.415,,,,,
395,07/15/22 16:00:00,4.311,,,,,
396,07/15/22 16:30:00,4.311,,,,,
397,07/15/22 17:00:00,4.311,,,,,
398,07/15/22 17:30:00,4.311,,,,,
399,07/15/22 18:00:00,4.311,,,,,
400,07/15/22 18:30:00,4.311,,,,,
401,07/15/22 19:00:00,4.207,,,,,
402,07/15/22 19:30:00,4.207,,,,,
403,07/15/22 20:00:00,4.207,,,,,
404,07/15/22 20:30:00,4.102,,,,,
405,07/15/22 21:00:00,4.102,,,,,
406,07/15/22 21:30:00,4.102,,,,,
407,07/15/22 22:00:00,4.102,,,,,
408,07/15/22 22:30:00,4.102,,,,,
409,07/15/22 23:00:00,4.102,,,,,
410,07/15/22 23:30:00,4.102,,,,,
411,07/16/22 00:00:00,4.102,,,,,
412,07/16/22 00:30:00,4.102,,,,,
413,07/16/22 01:00:00,4.102,,,,,
414,07/16/22 01:30:00,4.102,,,,,
415,07/16/22 02:00:00,3.998,,,,,
416,07/16/22 02:30:00,4.102,,,,,
417,07/16/22 03:00:00,4.102,,,,,
418,07/16/22 03:30:00,3.998,,,,,
419,07/16/22 04:00:00,3.998,,,,,
420,07/16/22 04:30:00,3.998,,,,,
421,07/16/22 05:00:00,3.998,,,,,
422,07/16/22 05:30:00,4.102,,,,,
423,07/16/22 06:00:00,4.102,,,,,
424,07/16/22 06:30:00,4.102,,,,,
425,07/16/22 07:00:00,4.102,,,,,
426,07/16/22 07:30:00,4.102,,,,,
427,07/16/22 08:00:00,4.102,,,,,
428,07/16/22 08:30:00,4.102,,,,,
429,07/16/22 09:00:00,4.102,,,,,
430,07/16/22 09:30:00,4.207,,,,,
431,07/16/22 10:00:00,4.207,,,,,
432,07/16/22 10:30:00,4.207,,,,,
433,07/16/22 11:00:00,4.207,,,,,
434,07/16/22 11:30:00,4.311,,,,,
435,07/16/22 12:00:00,4.415,,,,,
436,07/16/22 12:30:00,4.415,,,,,
437,07/16/22 13:00:00,4.415,,,,,
438,07/16/22 13:30:00,4.415,,,,,
439,07/16/22 14:00:00,4.415,,,,,
440,07/16/22 14:30:00,4.415,,,,,
441,07/16/22 15:00:00,4.415,,,,,
442,07/16/22 15:30:00,4.415,,,,,
443,07/16/22 16:00:00,4.415,,,,,
444,07/16/22 16:30:00,4.311,,,,,
445,07/16/22 17:00:00,4.311,,,,,
446,07/16/22 17:30:00,4.311,,,,,
447,07/16/22 18:00:00,4.207,,,,,
448,07/16/22 18:30:00,4.207,,,,,
449,07/16/22 19:00:00,4.207,,,,,
450,07/16/22 19:30:00,4.207,,,,,
451,07/16/22 20:00:00,4.102,,,,,
452,07/16/22 20:30:00,4.102,,,,,
453,07/16/22 21:00:00,4.102,,,,,
454,07/16/22 21:30:00,4.102,,,,,
455,07/16/22 22:00:00,4.102,,,,,
456,07/16/22 22:30:00,4.102,,,,,
457,07/16/22 23:00:00,4.102,,,,,
458,07/16/22 23:30:00,4.102,,,,,
459,07/17/22 00:00:00,4.102,,,,,
460,07/17/22 00:30:00,4.102,,,,,
461,07/17/22 01:00:00,4.102,,,,,
462,07/17/22 01:30:00,4.102,,,,,
463,07/17/22 02:00:00,4.102,,,,,
464,07/17/22 02:30:00,4.102,,,,,
465,07/17/22 03:00:00,4.102,,,,,
466,07/17/22 03:30:00,4.102,,,,,
467,07/17/22 04:00:00,4.102,,,,,
468,07/17/22 04:30:00,3.998,,,,,
469,07/17/22 05:00:00,3.998,,,,,
470,07/17/22 05:30:00,3.998,,,,,
471,07/17/22 06:00:00,3.998,,,,,
472,07/17/22 06:30:00,3.998,,,,,
473,07/17/22 07:00:00,3.998,,,,,
474,07/17/22 07:30:00,4.102,,,,,
475,07/17/22 08:00:00,4.102,,,,,
476,07/17/22 08:30:00,4.102,,,,,
477,07/17/22 09:00:00,4.102,,,,,
478,07/17/22 09:30:00,4.102,,,,,
479,07/17/22 10:00:00,4.207,,,,,
480,07/17/22 10:30:00,4.207,,,,,
481,07/17/22 11:00:00,4.207,,,,,
482,07/17/22 11:30:00,4.311,,,,,
483,07/17/22 12:00:00,4.311,,,,,
484,07/17/22 12:30:00,4.415,,,,,
485,07/17/22 13:00:00,4.415,,,,,
486,07/17/22 13:30:00,4.311,,,,,
487,07/17/22 14:00:00,4.207,,,,,
488,07/17/22 14:30:00,4.207,,,,,
489,07/17/22 15:00:00,4.207,,,,,
490,07/17/22 15:30:00,4.207,,,,,
491,07/17/22 16:00:00,4.207,,,,,
492,07/17/22 16:30:00,4.207,,,,,
493,07/17/22 17:00:00,4.207,,,,,
494,07/17/22 17:30:00,4.102,,,,,
495,07/17/22 18:00:00,4.207,,,,,
496,07/17/22 18:30:00,4.207,,,,,
497,07/17/22 19:00:00,4.102,,,,,
498,07/17/22 19:30:00,4.102,,,,,
499,07/17/22 20:00:00,4.102,,,,,
500,07/17/22 20:30:00,4.102,,,,,
501,07/17/22 21:00:00,4.102,,,,,
502,07/17/22 21:30:00,4.102,,,,,
503,07/17/22 22:00:00,4.102,,,,,
504,07/17/22 22:30:00,4.102,,,,,
505,07/17/22 23:00:00,4.102,,,,,
506,07/17/22 23:30:00,4.102,,,,,
507,07/18/22 00:00:00,4.102,,,,,
508,07/18/22 00:30:00,3.998,,,,,
509,07/18/22 01:00:00,3.998,,,,,
510,07/18/22 01:30:00,3.998,,,,,
511,07/18/22 02:00:00,3.998,,,,,
512,07/18/22 02:30:00,3.998,,,,,
513,07/18/22 03:00:00,3.998,,,,,
514,07/18/22 03:30:00,3.998,,,,,
515,07/18/22 04:00:00,3.998,,,,,
516,07/18/22 04:30:00,3.998,,,,,
517,07/18/22 05:00:00,3.998,,,,,
518,07/18/22 05:30:00,3.998,,,,,
519,07/18/22 06:00:00,3.998,,,,,
520,07/18/22 06:30:00,3.998,,,,,
521,07/18/22 07:00:00,3.998,,,,,
522,07/18/22 07:30:00,3.998,,,,,
523,07/18/22 08:00:00,3.998,,,,,
524,07/18/22 08:30:00,4.102,,,,,
525,07/18/22 09:00:00,4.102,,,,,
526,07/18/22 09:30:00,4.102,,,,,
527,07/18/22 10:00:00,4.207,,,,,
528,07/18/22 10:30:00,4.207,,,,,
529,07/18/22 11:00:00,4.311,,,,,
530,07/18/22 11:30:00,4.311,,,,,
531,07/18/22 12:00:00,4.311,,,,,
532,07/18/22 12:30:00,4.311,,,,,
533,07/18/22 13:00:00,4.415,,,,,
534,07/18/22 13:30:00,4.415,,,,,
535,07/18/22 14:00:00,4.415,,,,,
536,07/18/22 14:30:00,4.415,,,,,
537,07/18/22 15:00:00,4.311,,,,,
538,07/18/22 15:30:00,4.311,,,,,
539,07/18/22 16:00:00,4.311,,,,,
540,07/18/22 16:30:00,4.311,,,,,
541,07/18/22 17:00:00,4.311,,,,,
542,07/18/22 17:30:00,4.311,,,,,
543,07/18/22 18:00:00,4.207,,,,,
544,07/18/22 18:30:00,4.207,,,,,
545,07/18/22 19:00:00,4.207,,,,,
546,07/18/22 19:30:00,4.207,,,,,
547,07/18/22 20:00:00,4.207,,,,,
548,07/18/22 20:30:00,4.102,,,,,
549,07/18/22 21:00:00,4.102,,,,,
550,07/18/22 21:30:00,4.102,,,,,
551,07/18/22 22:00:00,4.102,,,,,
552,07/18/22 22:30:00,4.102,,,,,
553,07/18/22 23:00:00,4.102,,,,,
554,07/18/22 23:30:00,4.102,,,,,
555,07/19/22 00:00:00,4.102,,,,,
556,07/19/22 00:30:00,4.102,,,,,
557,07/19/22 01:00:00,4.102,,,,,
558,07/19/22 01:30:00,4.102,,,,,
559,07/19/22 02:00:00,4.102,,,,,
560,07/19/22 02:30:00,4.102,,,,,
561,07/19/22 03:00:00,3.998,,,,,
562,07/19/22 03:30:00,3.998,,,,,
563,07/19/22 04:00:00,3.998,,,,,
564,07/19/22 04:30:00,3.998,,,,,
565,07/19/22 05:00:00,3.998,,,,,
566,07/19/22 05:30:00,3.998,,,,,
567,07/19/22 06:00:00,3.998,,,,,
568,07/19/22 06:30:00,3.998,,,,,
569,07/19/22 07:00:00,3.998,,,,,
570,07/19/22 07:30:00,3.998,,,,,
571,07/19/22 08:00:00,4.102,,,,,
572,07/19/22 08:30:00,4.102,,,,,
573,07/19/22 09:00:00,4.207,,,,,
574,07/19/22 09:30:00,4.207,,,,,
575,07/19/22 10:00:00,4.311,,,,,
576,07/19/22 10:30:00,4.311,,,,,
577,07/19/22 11:00:00,4.311,,,,,
578,07/19/22 11:30:00,4.415,,,,,
579,07/19/22 12:00:00,4.415,,,,,
580,07/19/22 12:30:00,4.415,,,,,
581,07/19/22 13:00:00,4.519,,,,,
582,07/19/22 13:30:00,4.519,,,,,
583,07/19/22 14:00:00,4.519,,,,,
584,07/19/22 14:30:00,4.519,,,,,
585,07/19/22 15:00:00,4.415,,,,,
586,07/19/22 15:30:00,4.415,,,,,
587,07/19/22 16:00:00,4.415,,,,,
588,07/19/22 16:30:00,4.415,,,,,
589,07/19/22 17:00:00,4.415,,,,,
590,07/19/22 17:30:00,4.415,,,,,
591,07/19/22 18:00:00,4.311,,,,,
592,07/19/22 18:30:00,4.311,,,,,
593,07/19/22 19:00:00,4.311,,,,,
