Date Time	Temperature (*C) c:1	Dew Point (*C) c:1 3	Abs Humidity (gm/M3) c:1 3	RH (%) c:3
06/18/07 22:45:00.0	7.03	3.32	6	77.2
06/18/07 23:00:00.0	7.03	3.32	6	77.2
06/18/07 23:15:00.0	7.03	3.5	6.1	78.2
06/18/07 23:30:00.0	7.03	3.57	6.1	78.6
06/18/07 23:45:00.0	6.62	3.27	6	79.1
06/19/07 00:00:00.0	6.62	3.44	6.1	80.1
06/19/07 00:15:00.0	6.62	3.44	6.1	80.1
06/19/07 00:30:00.0	6.62	3.1	5.9	78.2
06/19/07 00:45:00.0	6.62	3.36	6	79.6
06/19/07 01:00:00.0	6.22	2.87	5.8	79.1
06/19/07 01:15:00.0	6.22	2.71	5.8	78.2
06/19/07 01:30:00.0	6.22	2.71	5.8	78.2
06/19/07 01:45:00.0	5.81	2.56	5.7	79.6
06/19/07 02:00:00.0	5.81	2.47	5.7	79.1
06/19/07 02:15:00.0	5.81	2.89	5.8	81.5
06/19/07 02:30:00.0	5.81	3.12	5.9	82.8
06/19/07 02:45:00.0	5.81	3.2	6	83.3
06/19/07 03:00:00.0	5.81	3.12	5.9	82.8
06/19/07 03:15:00.0	5.81	2.96	5.9	81.9
06/19/07 03:30:00.0	5.81	3.2	6	83.3
06/19/07 03:45:00.0	6.22	3.45	6.1	82.4
06/19/07 04:00:00.0	6.22	3.29	6	81.5
06/19/07 04:15:00.0	6.22	3.21	6	81
06/19/07 04:30:00.0	6.22	3.36	6	81.9
06/19/07 04:45:00.0	6.22	3.6	6.1	83.3
06/19/07 05:00:00.0	6.22	3.29	6	81.5
06/19/07 05:15:00.0	6.62	3.44	6.1	80.1
06/19/07 05:30:00.0	6.62	3.44	6.1	80.1
06/19/07 05:45:00.0	7.03	3.75	6.2	79.6
06/19/07 06:00:00.0	7.03	3.5	6.1	78.2
06/19/07 06:15:00.0	7.43	3.8	6.2	77.7
06/19/07 06:30:00.0	7.83	4.1	6.3	77.2
06/19/07 06:45:00.0	8.23	3.94	6.2	74.3
06/19/07 07:00:00.0	8.63	5.05	6.7	78.2
06/19/07 07:15:00.0	9.03	5.16	6.8	76.7
06/19/07 07:30:00.0	9.03	5.16	6.8	76.7
06/19/07 07:45:00.0	9.42	5.9	7.1	78.6
06/19/07 08:00:00.0	10.21	7.01	7.7	80.5
06/19/07 08:15:00.0	10.6	6.69	7.5	76.7
06/19/07 08:30:00.0	10.99	6.89	7.6	75.8
06/19/07 08:45:00.0	11.38	7.17	7.7	75.3
06/19/07 09:00:00.0	13.32	7.82	8	69.3
06/19/07 09:15:00.0	14.85	6.95	7.5	59.1
06/19/07 09:30:00.0	16	5.99	7	51.4
06/19/07 09:45:00.0	16.76	5.64	6.8	47.8
06/19/07 10:00:00.0	17.14	7.63	7.8	53.5
06/19/07 10:15:00.0	17.9	8.61	8.3	54.5
06/19/07 10:30:00.0	18.28	8.52	8.3	52.9
06/19/07 10:45:00.0	18.66	9.31	8.7	54.5
06/19/07 11:00:00.0	19.04	8.8	8.4	51.4
06/19/07 11:15:00.0	19.04	7.58	7.7	47.3
06/19/07 11:30:00.0	19.04	7.73	7.8	47.8
06/19/07 11:45:00.0	19.04	8.03	8	48.8
06/19/07 12:00:00.0	19.42	7.74	7.8	46.7
06/19/07 12:15:00.0	19.42	7.58	7.7	46.2
06/19/07 12:30:00.0	19.42	7.42	7.6	45.7
06/19/07 12:45:00.0	19.42	7.58	7.7	46.2
06/19/07 13:00:00.0	19.81	7.11	7.5	43.7
06/19/07 13:15:00.0	20.19	7.79	7.8	44.7
06/19/07 13:30:00.0	20.19	8.11	8	45.7
06/19/07 13:45:00.0	20.57	8.62	8.2	46.2
06/19/07 14:00:00.0	20.95	8.8	8.3	45.7
06/19/07 14:15:00.0	20.95	8.48	8.2	44.7
06/19/07 14:30:00.0	21.33	8.99	8.4	45.2
06/19/07 14:45:00.0	21.33	9.15	8.5	45.7
06/19/07 15:00:00.0	21.33	9.31	8.6	46.2
06/19/07 15:15:00.0	21.33	9.66	8.8	47.3
06/19/07 15:30:00.0	21.71	10.32	9.2	48.3
06/19/07 15:45:00.0	21.33	9.97	9	48.3
06/19/07 16:00:00.0	21.33	10.43	9.3	49.8
06/19/07 16:15:00.0	21.33	9.97	9	48.3
06/19/07 16:30:00.0	21.71	10.32	9.2	48.3
06/19/07 16:45:00.0	21.71	10.01	9	47.3
06/19/07 17:00:00.0	21.71	9.82	8.9	46.7
06/19/07 17:15:00.0	21.71	9.33	8.6	45.2
06/19/07 17:30:00.0	21.71	9.33	8.6	45.2
06/19/07 17:45:00.0	21.71	9.33	8.6	45.2
06/19/07 18:00:00.0	21.71	9.17	8.5	44.7
06/19/07 18:15:00.0	21.71	9	8.4	44.2
06/19/07 18:30:00.0	21.71	8.11	7.9	41.6
06/19/07 18:45:00.0	22.09	9.35	8.6	44.2
06/19/07 19:00:00.0	22.09	10.17	9.1	46.7
06/19/07 19:15:00.0	22.09	9.35	8.6	44.2
06/19/07 19:30:00.0	22.09	8.27	8	41.1
06/19/07 19:45:00.0	21.71	7.57	7.7	40.1
06/19/07 20:00:00.0	21.71	7.75	7.7	40.6
06/19/07 20:15:00.0	20.57	8.3	8.1	45.2
06/19/07 20:30:00.0	19.81	8.08	8	46.7
06/19/07 20:45:00.0	18.66	7.98	8	49.8
06/19/07 21:00:00.0	17.52	7.68	7.8	52.4
06/19/07 21:15:00.0	16.76	7.55	7.8	54.5
06/19/07 21:30:00.0	16.38	7.88	8	57.1
06/19/07 21:45:00.0	16	7.77	7.9	58.1
06/19/07 22:00:00.0	15.62	7.54	7.8	58.6
06/19/07 22:15:00.0	15.23	6.93	7.5	57.6
06/19/07 22:30:00.0	14.85	6.45	7.3	57.1
06/19/07 22:45:00.0	14.47	6.22	7.1	57.6
06/19/07 23:00:00.0	14.09	5.98	7	58.1
06/19/07 23:15:00.0	13.7	5.87	7	59.1
06/19/07 23:30:00.0	13.32	5.65	6.9	59.7
06/19/07 23:45:00.0	13.32	5.89	7	60.7
06/20/07 00:00:00.0	12.93	5.53	6.9	60.7
06/20/07 00:15:00.0	12.55	5.28	6.7	61.2
06/20/07 00:30:00.0	12.55	5.28	6.7	61.2
06/20/07 00:45:00.0	12.16	5.15	6.7	62.2
06/20/07 01:00:00.0	12.16	5.4	6.8	63.3
06/20/07 01:15:00.0	11.77	5.37	6.8	64.8
06/20/07 01:30:00.0	11.77	5.7	7	66.3
06/20/07 01:45:00.0	11.77	6.02	7.1	67.8
06/20/07 02:00:00.0	11.77	5.59	6.9	65.8
06/20/07 02:15:00.0	11.77	5.48	6.9	65.3
06/20/07 02:30:00.0	11.77	5.7	7	66.3
06/20/07 02:45:00.0	11.77	6.34	7.3	69.3
06/20/07 03:00:00.0	11.77	6.02	7.1	67.8
06/20/07 03:15:00.0	11.77	6.02	7.1	67.8
06/20/07 03:30:00.0	11.77	6.02	7.1	67.8
06/20/07 03:45:00.0	11.38	5.86	7.1	68.8
06/20/07 04:00:00.0	11.38	5.86	7.1	68.8
06/20/07 04:15:00.0	11.38	5.76	7	68.3
06/20/07 04:30:00.0	11.38	6.07	7.2	69.8
06/20/07 04:45:00.0	11.38	6.88	7.6	73.8
06/20/07 05:00:00.0	11.38	6.68	7.5	72.8
06/20/07 05:15:00.0	11.38	6.68	7.5	72.8
06/20/07 05:30:00.0	11.38	6.58	7.4	72.3
06/20/07 05:45:00.0	11.38	7.08	7.7	74.8
06/20/07 06:00:00.0	11.38	6.78	7.5	73.3
06/20/07 06:15:00.0	11.38	6.98	7.6	74.3
06/20/07 06:30:00.0	11.77	7.55	7.9	75.3
06/20/07 06:45:00.0	12.16	8.1	8.2	76.2
06/20/07 07:00:00.0	12.55	8.2	8.2	74.8
06/20/07 07:15:00.0	12.93	8.67	8.5	75.3
06/20/07 07:30:00.0	13.32	9.22	8.8	76.2
06/20/07 07:45:00.0	14.09	9.39	8.9	73.3
06/20/07 08:00:00.0	14.85	10.63	9.6	75.8
06/20/07 08:15:00.0	15.62	11.16	10	74.8
06/20/07 08:30:00.0	16.38	11.7	10.3	73.8
06/20/07 08:45:00.0	17.52	12.38	10.7	71.8
06/20/07 09:00:00.0	18.28	12.46	10.7	68.8
06/20/07 09:15:00.0	19.04	10.36	9.3	57.1
06/20/07 09:30:00.0	20.19	11.95	10.3	59.1
06/20/07 09:45:00.0	20.57	11.78	10.2	57.1
06/20/07 10:00:00.0	21.71	11.26	9.8	51.4
06/20/07 10:15:00.0	22.09	9.35	8.6	44.2
06/20/07 10:30:00.0	22.48	9.15	8.5	42.6
06/20/07 10:45:00.0	23.24	10.22	9.1	43.7
06/20/07 11:00:00.0	23.63	8.33	8	37.6
06/20/07 11:15:00.0	24.01	8.07	7.9	36.1
06/20/07 11:30:00.0	24.79	7.3	7.4	32.7
06/20/07 11:45:00.0	24.79	7.74	7.7	33.7
06/20/07 12:00:00.0	24.79	7.3	7.4	32.7
06/20/07 12:15:00.0	25.56	5.92	6.7	28.4
06/20/07 12:30:00.0	25.56	6.18	6.9	28.9
06/20/07 12:45:00.0	25.95	7.2	7.4	30.3
06/20/07 13:00:00.0	26.34	7.04	7.3	29.3
06/20/07 13:15:00.0	25.95	5.53	6.6	27
06/20/07 13:30:00.0	25.56	5.92	6.7	28.4
06/20/07 13:45:00.0	25.95	6	6.8	27.9
06/20/07 14:00:00.0	26.73	6.67	7.1	27.9
06/20/07 14:15:00.0	27.12	7	7.2	27.9
06/20/07 14:30:00.0	27.52	6.37	6.9	26.1
06/20/07 14:45:00.0	27.91	5.9	6.7	24.7
06/20/07 15:00:00.0	29.5	4.69	6.1	20.7
06/20/07 15:15:00.0	29.5	6.45	6.9	23.4
06/20/07 15:30:00.0	29.5	7.24	7.3	24.7
06/20/07 15:45:00.0	29.1	6.67	7	24.3
06/20/07 16:00:00.0	29.1	7.2	7.3	25.2
06/20/07 16:15:00.0	29.1	7.43	7.4	25.6
06/20/07 16:30:00.0	28.7	7.37	7.4	26.1
06/20/07 16:45:00.0	28.31	7.26	7.3	26.5
06/20/07 17:00:00.0	28.31	8.01	7.7	27.9
06/20/07 17:15:00.0	28.31	8.27	7.9	28.4
06/20/07 17:30:00.0	27.91	8.19	7.8	28.9
06/20/07 17:45:00.0	27.12	8.45	8	30.8
06/20/07 18:00:00.0	26.73	8.3	7.9	31.2
06/20/07 18:15:00.0	25.95	8.76	8.2	33.7
06/20/07 18:30:00.0	25.56	9.23	8.5	35.6
06/20/07 18:45:00.0	24.79	8.96	8.3	36.6
06/20/07 19:00:00.0	24.01	8.67	8.2	37.6
06/20/07 19:15:00.0	23.24	8.57	8.1	39.1
06/20/07 19:30:00.0	22.48	8.25	8	40.1
06/20/07 19:45:00.0	21.33	8.49	8.2	43.7
06/20/07 20:00:00.0	20.57	8.62	8.2	46.2
06/20/07 20:15:00.0	19.81	9.18	8.6	50.3
06/20/07 20:30:00.0	19.04	9.53	8.8	54
06/20/07 20:45:00.0	18.66	9.72	8.9	56
06/20/07 21:00:00.0	17.9	10.21	9.3	60.7
06/20/07 21:15:00.0	17.14	9.61	8.9	61.2
06/20/07 21:30:00.0	16.38	9.51	8.9	63.8
06/20/07 21:45:00.0	16	9.15	8.7	63.8
06/20/07 22:00:00.0	16	8.78	8.5	62.2
06/20/07 22:15:00.0	15.62	8.79	8.5	63.8
06/20/07 22:30:00.0	15.23	8.31	8.2	63.3
06/20/07 22:45:00.0	14.85	8.85	8.5	67.3
06/20/07 23:00:00.0	14.47	9.13	8.7	70.3
06/20/07 23:15:00.0	14.09	9.08	8.7	71.8
06/20/07 23:30:00.0	13.7	9.22	8.8	74.3
06/20/07 23:45:00.0	13.7	9.22	8.8	74.3
06/21/07 00:00:00.0	13.7	9.02	8.7	73.3
06/21/07 00:15:00.0	13.32	9.14	8.8	75.8
06/21/07 00:30:00.0	12.93	9.04	8.7	77.2
06/21/07 00:45:00.0	12.93	9.04	8.7	77.2
06/21/07 01:00:00.0	12.55	9.12	8.8	79.6
06/21/07 01:15:00.0	12.16	8.91	8.7	80.5
06/21/07 01:30:00.0	11.77	8.78	8.6	81.9
06/21/07 01:45:00.0	11.38	8.66	8.5	83.3
06/21/07 02:00:00.0	10.99	8.43	8.4	84.2
06/21/07 02:15:00.0	10.21	7.98	8.2	86
06/21/07 02:30:00.0	9.82	7.59	8	86
06/21/07 02:45:00.0	9.82	7.74	8.1	86.9
06/21/07 03:00:00.0	9.42	7.49	7.9	87.7
06/21/07 03:15:00.0	9.42	7.27	7.8	86.4
06/21/07 03:30:00.0	9.03	7.1	7.7	87.7
06/21/07 03:45:00.0	9.03	7.18	7.8	88.2
06/21/07 04:00:00.0	9.03	7.31	7.9	89
06/21/07 04:15:00.0	8.63	6.58	7.5	86.9
06/21/07 04:30:00.0	8.63	6.42	7.4	86
06/21/07 04:45:00.0	8.63	6.27	7.3	85.1
06/21/07 05:00:00.0	8.23	6.03	7.2	86
06/21/07 05:15:00.0	7.83	5.56	7	85.5
06/21/07 05:30:00.0	7.83	5.56	7	85.5
06/21/07 05:45:00.0	7.83	5.49	7	85.1
06/21/07 06:00:00.0	7.43	4.86	6.7	83.7
06/21/07 06:15:00.0	7.43	5.01	6.7	84.6
06/21/07 06:30:00.0	7.43	5.16	6.8	85.5
06/21/07 06:45:00.0	7.83	5.56	7	85.5
06/21/07 07:00:00.0	8.23	6.32	7.4	87.7
06/21/07 07:15:00.0	8.63	6.64	7.5	87.3
06/21/07 07:30:00.0	9.03	6.42	7.4	83.7
06/21/07 07:45:00.0	9.42	7.2	7.8	86
06/21/07 08:00:00.0	9.82	7.04	7.7	82.8
06/21/07 08:15:00.0	10.21	7.19	7.8	81.5
06/21/07 08:30:00.0	10.6	7.8	8.1	82.8
06/21/07 08:45:00.0	12.55	6.66	7.4	67.3
06/21/07 09:00:00.0	13.32	7.93	8.1	69.8
06/21/07 09:15:00.0	13.32	7.71	8	68.8
06/21/07 09:30:00.0	13.32	7.61	7.9	68.3
06/21/07 09:45:00.0	15.62	9.02	8.6	64.8
06/21/07 10:00:00.0	16.38	9.26	8.7	62.7
06/21/07 10:15:00.0	17.14	9.1	8.6	59.1
06/21/07 10:30:00.0	20.19	9.23	8.6	49.3
06/21/07 10:45:00.0	22.48	10.19	9.1	45.7
06/21/07 11:00:00.0	23.63	9.65	8.8	41.1
06/21/07 11:15:00.0	25.56	10.04	8.9	37.6
06/21/07 11:30:00.0	24.01	11.59	9.9	45.7
06/21/07 11:45:00.0	23.24	9.66	8.8	42.1
06/21/07 12:00:00.0	24.01	7.87	7.7	35.6
06/21/07 12:15:00.0	22.86	7.45	7.6	37.1
06/21/07 12:30:00.0	23.24	8.94	8.4	40.1
06/21/07 12:45:00.0	24.4	9.01	8.4	37.6
06/21/07 13:00:00.0	26.73	9.44	8.5	33.7
06/21/07 13:15:00.0	25.95	9.98	8.9	36.6
06/21/07 13:30:00.0	26.73	8.99	8.3	32.7
06/21/07 13:45:00.0	27.12	8.64	8.1	31.2
06/21/07 14:00:00.0	25.95	9.78	8.8	36.1
06/21/07 14:15:00.0	25.56	10.24	9	38.1
06/21/07 14:30:00.0	26.34	9.92	8.8	35.6
06/21/07 14:45:00.0	27.91	11.51	9.8	36.1
06/21/07 15:00:00.0	26.73	11.86	10	39.6
06/21/07 15:15:00.0	25.56	11.74	10	42.1
06/21/07 15:30:00.0	25.17	12.3	10.4	44.7
06/21/07 15:45:00.0	25.17	12.97	10.8	46.7
06/21/07 16:00:00.0	25.17	13.64	11.3	48.8
06/21/07 16:15:00.0	26.34	12.62	10.6	42.6
06/21/07 16:30:00.0	19.42	10.29	9.3	55.5
06/21/07 16:45:00.0	16.76	9.01	8.6	60.2
06/21/07 17:00:00.0	15.62	8.42	8.3	62.2
06/21/07 17:15:00.0	16	8.42	8.3	60.7
06/21/07 17:30:00.0	17.14	8.17	8.1	55.5
06/21/07 17:45:00.0	16.76	8.36	8.2	57.6
06/21/07 18:00:00.0	16.76	8.49	8.3	58.1
06/21/07 18:15:00.0	16	7.77	7.9	58.1
06/21/07 18:30:00.0	16.38	7.75	7.9	56.6
06/21/07 18:45:00.0	16	7.52	7.8	57.1
06/21/07 19:00:00.0	15.62	7.29	7.7	57.6
06/21/07 19:15:00.0	15.23	7.06	7.6	58.1
06/21/07 19:30:00.0	14.85	7.1	7.6	59.7
06/21/07 19:45:00.0	14.47	7.45	7.8	62.7
06/21/07 20:00:00.0	13.7	7.32	7.7	65.3
06/21/07 20:15:00.0	13.32	7.93	8.1	69.8
06/21/07 20:30:00.0	12.55	8	8.1	73.8
06/21/07 20:45:00.0	11.77	8.46	8.4	80.1
06/21/07 21:00:00.0	10.99	9.03	8.8	87.7
06/21/07 21:15:00.0	10.6	9.47	9	92.7
06/21/07 21:30:00.0	10.6	10.51	9.7	99.4
06/21/07 21:45:00.0	10.6	10.6	9.8	103.7
06/21/07 22:00:00.0	10.6	10.6	9.8	103.7
06/21/07 22:15:00.0	10.6	10.6	9.8	103.7
06/21/07 22:30:00.0	10.21	10.21	9.5	103.7
06/21/07 22:45:00.0	10.21	10.21	9.5	103.7
06/21/07 23:00:00.0	9.82	9.82	9.3	103.7
06/21/07 23:15:00.0	9.82	9.82	9.3	103.7
06/21/07 23:30:00.0	9.82	9.82	9.3	103.7
06/21/07 23:45:00.0	9.82	9.82	9.3	103.7
06/22/07 00:00:00.0	9.42	9.42	9.1	103.7
06/22/07 00:15:00.0	9.42	9.42	9.1	103.7
06/22/07 00:30:00.0	9.42	9.42	9.1	103.7
06/22/07 00:45:00.0	9.03	9.03	8.8	103.7
06/22/07 01:00:00.0	8.63	8.63	8.6	103.7
06/22/07 01:15:00.0	8.63	8.63	8.6	103.7
06/22/07 01:30:00.0	8.23	8.23	8.4	103.7
06/22/07 01:45:00.0	8.23	8.23	8.4	103.7
06/22/07 02:00:00.0	8.23	8.23	8.4	103.7
06/22/07 02:15:00.0	8.23	8.23	8.4	103.7
06/22/07 02:30:00.0	8.23	8.23	8.4	103.7
06/22/07 02:45:00.0	7.83	7.83	8.2	103.7
06/22/07 03:00:00.0	7.83	7.83	8.2	103.7
06/22/07 03:15:00.0	7.43	7.43	8	103.7
06/22/07 03:30:00.0	6.62	6.62	7.6	103.7
06/22/07 03:45:00.0	6.62	6.62	7.6	103.7
06/22/07 04:00:00.0	6.62	6.62	7.6	103.7
06/22/07 04:15:00.0	6.62	6.62	7.6	103.7
06/22/07 04:30:00.0	6.22	6.22	7.4	103.7
06/22/07 04:45:00.0	6.22	6.22	7.4	103.7
06/22/07 05:00:00.0	6.22	6.22	7.4	103.7
06/22/07 05:15:00.0	5.81	5.81	7.2	103.7
06/22/07 05:30:00.0	5.81	5.81	7.2	103.7
06/22/07 05:45:00.0	5.81	5.81	7.2	103.7
06/22/07 06:00:00.0	5.81	5.81	7.2	103.7
06/22/07 06:15:00.0	6.22	6.22	7.4	103.7
06/22/07 06:30:00.0	6.62	6.62	7.6	103.7
06/22/07 06:45:00.0	6.62	5.94	7.2	95.4
06/22/07 07:00:00.0	6.62	5.47	7	92.3
06/22/07 07:15:00.0	7.03	5.41	6.9	89.4
06/22/07 07:30:00.0	7.43	4.94	6.7	84.2
06/22/07 07:45:00.0	7.03	4.24	6.4	82.4
06/22/07 08:00:00.0	7.03	4.24	6.4	82.4
06/22/07 08:15:00.0	8.23	5.01	6.7	80.1
06/22/07 08:30:00.0	9.82	5.18	6.8	72.8
06/22/07 08:45:00.0	9.03	5.16	6.8	76.7
06/22/07 09:00:00.0	8.63	4.96	6.7	77.7
06/22/07 09:15:00.0	9.03	5.44	6.9	78.2
06/22/07 09:30:00.0	9.03	5.69	7	79.6
06/22/07 09:45:00.0	9.03	5.69	7	79.6
06/22/07 10:00:00.0	9.03	5.25	6.8	77.2
06/22/07 10:15:00.0	9.42	5.09	6.7	74.3
06/22/07 10:30:00.0	9.42	4.5	6.5	71.3
06/22/07 10:45:00.0	9.42	4.89	6.6	73.3
06/22/07 11:00:00.0	9.82	4.68	6.5	70.3
06/22/07 11:15:00.0	10.21	4.95	6.6	69.8
06/22/07 11:30:00.0	9.42	4.6	6.5	71.8
06/22/07 11:45:00.0	9.82	3.41	6	64.3
06/22/07 12:00:00.0	10.6	5.83	7.1	72.3
06/22/07 12:15:00.0	10.6	4.26	6.3	64.8
06/22/07 12:30:00.0	9.82	6.55	7.4	80.1
06/22/07 12:45:00.0	9.82	6.55	7.4	80.1
06/22/07 13:00:00.0	10.21	6.21	7.3	76.2
06/22/07 13:15:00.0	9.42	6.17	7.3	80.1
06/22/07 13:30:00.0	9.42	5.73	7	77.7
06/22/07 13:45:00.0	9.82	5.47	6.9	74.3
06/22/07 14:00:00.0	9.42	5.18	6.8	74.8
06/22/07 14:15:00.0	9.82	6.02	7.2	77.2
06/22/07 14:30:00.0	9.42	4.99	6.7	73.8
06/22/07 14:45:00.0	9.42	4.7	6.5	72.3
06/22/07 15:00:00.0	9.42	5.28	6.8	75.3
06/22/07 15:15:00.0	10.6	4.91	6.6	67.8
06/22/07 15:30:00.0	10.6	4.04	6.2	63.8
06/22/07 15:45:00.0	9.82	6.28	7.3	78.6
06/22/07 16:00:00.0	8.23	6.59	7.5	89.4
06/22/07 16:15:00.0	8.63	7.05	7.7	89.8
06/22/07 16:30:00.0	9.82	5.76	7	75.8
06/22/07 16:45:00.0	10.21	5.15	6.7	70.8
06/22/07 17:00:00.0	9.82	5.18	6.8	72.8
06/22/07 17:15:00.0	9.42	5.28	6.8	75.3
06/22/07 17:30:00.0	9.03	5.25	6.8	77.2
06/22/07 17:45:00.0	8.23	5.17	6.8	81
06/22/07 18:00:00.0	8.23	6.4	7.4	88.2
06/22/07 18:15:00.0	7.83	5.79	7.1	86.9
06/22/07 18:30:00.0	7.83	5.71	7.1	86.4
06/22/07 18:45:00.0	8.23	5.08	6.8	80.5
06/22/07 19:00:00.0	8.23	4.92	6.7	79.6
06/22/07 19:15:00.0	8.63	4.51	6.5	75.3
06/22/07 19:30:00.0	8.23	4.3	6.4	76.2
06/22/07 19:45:00.0	7.83	4.19	6.4	77.7
06/22/07 20:00:00.0	7.83	4.19	6.4	77.7
06/22/07 20:15:00.0	7.43	3.07	5.9	73.8
06/22/07 20:30:00.0	7.43	2.59	5.7	71.3
06/22/07 20:45:00.0	7.03	2.87	5.8	74.8
06/22/07 21:00:00.0	7.03	3.41	6	77.7
06/22/07 21:15:00.0	6.62	3.1	5.9	78.2
06/22/07 21:30:00.0	6.62	2.92	5.8	77.2
06/22/07 21:45:00.0	6.22	3.36	6	81.9
06/22/07 22:00:00.0	6.22	3.45	6.1	82.4
06/22/07 22:15:00.0	6.22	3.52	6.1	82.8
06/22/07 22:30:00.0	6.22	3.6	6.1	83.3
06/22/07 22:45:00.0	5.81	3.65	6.2	86
06/22/07 23:00:00.0	5.81	4.2	6.4	89.4
06/22/07 23:15:00.0	5.4	3.94	6.3	90.3
06/22/07 23:30:00.0	4.99	3.78	6.2	91.9
06/22/07 23:45:00.0	4.99	4.03	6.3	93.5
06/23/07 00:00:00.0	4.57	3.96	6.3	95.8
06/23/07 00:15:00.0	4.15	3.97	6.3	98.7
06/23/07 00:30:00.0	3.74	3.74	6.2	101
06/23/07 00:45:00.0	2.89	2.89	5.9	102.8
06/23/07 01:00:00.0	2.46	2.46	5.7	103.7
06/23/07 01:15:00.0	2.46	2.46	5.7	103.7
06/23/07 01:30:00.0	2.46	2.46	5.7	103.7
06/23/07 01:45:00.0	2.03	2.03	5.6	103.7
06/23/07 02:00:00.0	1.6	1.6	5.4	103.7
06/23/07 02:15:00.0	1.6	1.6	5.4	103.7
06/23/07 02:30:00.0	1.6	1.6	5.4	103.7
06/23/07 02:45:00.0	1.6	1.6	5.4	103.7
06/23/07 03:00:00.0	2.03	2.03	5.6	103.7
06/23/07 03:15:00.0	2.46	2.46	5.7	103.7
06/23/07 03:30:00.0	2.89	2.89	5.9	103.7
06/23/07 03:45:00.0	3.31	3.31	6.1	103.7
06/23/07 04:00:00.0	3.74	3.74	6.2	103.7
06/23/07 04:15:00.0	4.15	4.15	6.4	103.7
06/23/07 04:30:00.0	4.15	4.15	6.4	101.6
06/23/07 04:45:00.0	4.15	3.87	6.3	98
06/23/07 05:00:00.0	4.15	3.65	6.2	96.5
06/23/07 05:15:00.0	3.74	3.39	6.1	97.6
06/23/07 05:30:00.0	3.31	3.31	6.1	100.7
06/23/07 05:45:00.0	3.74	3.69	6.2	99.7
06/23/07 06:00:00.0	3.74	3.74	6.2	100
06/23/07 06:15:00.0	4.57	3.62	6.2	93.5
06/23/07 06:30:00.0	4.99	2.84	5.8	86
06/23/07 06:45:00.0	5.4	3.46	6.1	87.3
06/23/07 07:00:00.0	5.81	3.2	6	83.3
06/23/07 07:15:00.0	7.03	3.57	6.1	78.6
06/23/07 07:30:00.0	7.43	3.07	5.9	73.8
06/23/07 07:45:00.0	7.43	2.78	5.8	72.3
06/23/07 08:00:00.0	7.43	2.88	5.8	72.8
06/23/07 08:15:00.0	8.63	3.13	5.9	68.3
06/23/07 08:30:00.0	8.63	3.13	5.9	68.3
06/23/07 08:45:00.0	9.03	0.73	4.9	56
