"Plot Title: WILSPU"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20133751, SEN S/N: 20133751, LBL: Temp)","RH, % (LGR S/N: 20133751, SEN S/N: 20133751, LBL: RH)"
224,07/12/22 03:30:00,15.915,55.016
225,07/12/22 04:00:00,15.676,50.684
226,07/12/22 04:30:00,15.318,51.899
227,07/12/22 05:00:00,15.939,50.287
228,07/12/22 05:30:00,15.963,50.259
229,07/12/22 06:00:00,15.461,52.442
230,07/12/22 06:30:00,17.582,52.555
231,07/12/22 07:00:00,19.413,48.089
232,07/12/22 07:30:00,20.579,53.630
233,07/12/22 08:00:00,22.369,47.641
234,07/12/22 08:30:00,24.291,42.723
235,07/12/22 09:00:00,26.012,42.462
236,07/12/22 09:30:00,25.914,42.287
237,07/12/22 10:00:00,27.063,41.036
238,07/12/22 10:30:00,27.850,39.667
239,07/12/22 11:00:00,28.295,40.012
240,07/12/22 11:30:00,28.990,36.247
241,07/12/22 12:00:00,29.439,36.223
242,07/12/22 12:30:00,30.596,32.473
243,07/12/22 13:00:00,29.890,39.048
244,07/12/22 13:30:00,29.615,39.786
245,07/12/22 14:00:00,28.642,41.637
246,07/12/22 14:30:00,28.097,40.024
247,07/12/22 15:00:00,28.048,38.957
248,07/12/22 15:30:00,27.825,41.382
249,07/12/22 16:00:00,27.751,37.963
250,07/12/22 16:30:00,26.451,41.560
251,07/12/22 17:00:00,25.914,43.267
252,07/12/22 17:30:00,25.574,44.204
253,07/12/22 18:00:00,25.089,46.410
254,07/12/22 18:30:00,24.050,49.608
255,07/12/22 19:00:00,23.497,51.909
256,07/12/22 19:30:00,22.417,56.131
257,07/12/22 20:00:00,21.318,59.623
258,07/12/22 20:30:00,19.056,66.988
259,07/12/22 21:00:00,15.509,79.132
260,07/12/22 21:30:00,14.266,82.359
261,07/12/22 22:00:00,13.546,84.151
262,07/12/22 22:30:00,13.425,81.980
263,07/12/22 23:00:00,12.558,84.085
264,07/12/22 23:30:00,10.687,91.798
265,07/13/22 00:00:00,9.854,93.631
266,07/13/22 00:30:00,9.213,95.837
267,07/13/22 01:00:00,8.767,95.818
268,07/13/22 01:30:00,7.970,83.558
269,07/13/22 02:00:00,7.318,82.507
270,07/13/22 02:30:00,7.670,95.871
271,07/13/22 03:00:00,8.394,97.014
272,07/13/22 03:30:00,8.369,96.260
273,07/13/22 04:00:00,8.170,97.250
274,07/13/22 04:30:00,7.995,97.376
275,07/13/22 05:00:00,6.788,96.525
276,07/13/22 05:30:00,6.737,97.867
277,07/13/22 06:00:00,6.737,98.308
278,07/13/22 06:30:00,9.361,97.926
279,07/13/22 07:00:00,9.706,93.694
280,07/13/22 07:30:00,9.238,92.885
281,07/13/22 08:00:00,10.932,83.174
282,07/13/22 08:30:00,12.944,71.754
283,07/13/22 09:00:00,17.058,43.907
284,07/13/22 09:30:00,18.295,35.931
285,07/13/22 10:00:00,18.628,48.428
286,07/13/22 10:30:00,19.651,37.796
287,07/13/22 11:00:00,19.484,46.263
288,07/13/22 11:30:00,19.103,50.246
289,07/13/22 12:00:00,21.342,46.302
290,07/13/22 12:30:00,20.484,47.498
291,07/13/22 13:00:00,20.984,47.720
292,07/13/22 13:30:00,21.557,46.488
293,07/13/22 14:00:00,21.987,44.203
294,07/13/22 14:30:00,22.298,42.723
295,07/13/22 15:00:00,22.417,45.506
296,07/13/22 15:30:00,22.465,45.063
297,07/13/22 16:00:00,21.748,48.452
298,07/13/22 16:30:00,20.698,50.366
299,07/13/22 17:00:00,20.150,54.313
300,07/13/22 17:30:00,20.031,55.069
301,07/13/22 18:00:00,19.532,57.574
302,07/13/22 18:30:00,19.484,57.414
303,07/13/22 19:00:00,18.604,60.284
304,07/13/22 19:30:00,18.319,62.192
305,07/13/22 20:00:00,17.605,63.714
306,07/13/22 20:30:00,15.485,69.086
307,07/13/22 21:00:00,13.137,76.879
308,07/13/22 21:30:00,12.147,79.100
309,07/13/22 22:00:00,11.637,75.983
310,07/13/22 22:30:00,10.492,78.469
311,07/13/22 23:00:00,9.534,89.905
312,07/13/22 23:30:00,9.015,91.704
313,07/14/22 00:00:00,7.720,94.885
314,07/14/22 00:30:00,7.268,95.239
315,07/14/22 01:00:00,7.444,96.258
316,07/14/22 01:30:00,6.864,97.385
317,07/14/22 02:00:00,6.737,96.412
318,07/14/22 02:30:00,7.015,98.091
319,07/14/22 03:00:00,8.419,98.359
320,07/14/22 03:30:00,6.230,96.026
321,07/14/22 04:00:00,5.539,97.925
322,07/14/22 04:30:00,7.720,98.632
323,07/14/22 05:00:00,8.045,98.698
324,07/14/22 05:30:00,7.920,98.663
325,07/14/22 06:00:00,7.015,96.587
326,07/14/22 06:30:00,8.618,98.315
327,07/14/22 07:00:00,9.460,93.833
328,07/14/22 07:30:00,10.687,88.341
329,07/14/22 08:00:00,13.497,76.898
330,07/14/22 08:30:00,15.748,69.250
331,07/14/22 09:00:00,18.081,61.973
332,07/14/22 09:30:00,20.007,53.921
333,07/14/22 10:00:00,21.437,48.570
334,07/14/22 10:30:00,23.088,42.554
335,07/14/22 11:00:00,23.905,37.013
336,07/14/22 11:30:00,24.750,34.239
337,07/14/22 12:00:00,25.623,32.576
338,07/14/22 12:30:00,25.113,34.806
339,07/14/22 13:00:00,26.426,34.595
340,07/14/22 13:30:00,26.134,35.571
341,07/14/22 14:00:00,26.622,39.868
342,07/14/22 14:30:00,26.646,40.200
343,07/14/22 15:00:00,26.891,40.457
344,07/14/22 15:30:00,25.623,44.534
345,07/14/22 16:00:00,25.113,47.571
346,07/14/22 16:30:00,23.713,48.418
347,07/14/22 17:00:00,23.064,49.257
348,07/14/22 17:30:00,22.872,47.801
349,07/14/22 18:00:00,22.465,48.957
350,07/14/22 18:30:00,22.345,49.195
351,07/14/22 19:00:00,21.939,48.857
352,07/14/22 19:30:00,20.913,50.300
353,07/14/22 20:00:00,20.460,50.145
354,07/14/22 20:30:00,18.152,55.193
355,07/14/22 21:00:00,15.247,63.165
356,07/14/22 21:30:00,13.930,66.366
357,07/14/22 22:00:00,12.775,70.926
358,07/14/22 22:30:00,12.437,80.259
359,07/14/22 23:00:00,10.810,85.655
360,07/14/22 23:30:00,10.075,88.792
361,07/15/22 00:00:00,9.213,93.667
362,07/15/22 00:30:00,8.742,94.353
363,07/15/22 01:00:00,8.295,94.536
364,07/15/22 01:30:00,8.593,96.670
365,07/15/22 02:00:00,8.965,97.444
366,07/15/22 02:30:00,7.945,96.095
367,07/15/22 03:00:00,8.220,97.215
368,07/15/22 03:30:00,8.170,93.545
369,07/15/22 04:00:00,8.643,95.684
370,07/15/22 04:30:00,9.040,94.936
371,07/15/22 05:00:00,10.394,86.930
372,07/15/22 05:30:00,10.761,87.651
373,07/15/22 06:00:00,10.296,89.212
374,07/15/22 06:30:00,12.122,80.873
375,07/15/22 07:00:00,13.546,76.908
376,07/15/22 07:30:00,14.960,71.432
377,07/15/22 08:00:00,17.011,60.599
378,07/15/22 08:30:00,18.343,59.154
379,07/15/22 09:00:00,20.079,51.035
380,07/15/22 09:30:00,20.269,57.104
381,07/15/22 10:00:00,21.819,51.993
382,07/15/22 10:30:00,22.800,54.165
383,07/15/22 11:00:00,23.545,37.998
384,07/15/22 11:30:00,23.665,32.737
385,07/15/22 12:00:00,24.774,26.991
386,07/15/22 12:30:00,24.267,32.054
387,07/15/22 13:00:00,25.065,32.594
388,07/15/22 13:30:00,25.065,37.128
389,07/15/22 14:00:00,24.436,38.716
390,07/15/22 14:30:00,24.508,37.668
391,07/15/22 15:00:00,24.243,36.980
392,07/15/22 15:30:00,24.460,33.076
393,07/15/22 16:00:00,24.581,34.090
394,07/15/22 16:30:00,23.954,34.830
395,07/15/22 17:00:00,22.513,38.090
396,07/15/22 17:30:00,22.417,38.801
397,07/15/22 18:00:00,21.413,44.873
398,07/15/22 18:30:00,20.698,46.954
399,07/15/22 19:00:00,20.793,47.696
400,07/15/22 19:30:00,20.674,49.702
401,07/15/22 20:00:00,20.174,51.767
402,07/15/22 20:30:00,17.701,60.109
403,07/15/22 21:00:00,15.031,71.245
404,07/15/22 21:30:00,13.906,76.844
405,07/15/22 22:00:00,13.016,87.295
406,07/15/22 22:30:00,11.686,91.172
407,07/15/22 23:00:00,10.736,92.736
408,07/15/22 23:30:00,10.222,95.706
409,07/16/22 00:00:00,10.516,96.893
410,07/16/22 00:30:00,10.541,95.791
411,07/16/22 01:00:00,10.785,91.668
412,07/16/22 01:30:00,10.638,94.066
413,07/16/22 02:00:00,9.854,95.153
414,07/16/22 02:30:00,11.102,97.805
415,07/16/22 03:00:00,11.102,97.655
416,07/16/22 03:30:00,10.883,97.469
417,07/16/22 04:00:00,9.731,97.205
418,07/16/22 04:30:00,9.410,97.815
419,07/16/22 05:00:00,10.198,98.455
420,07/16/22 05:30:00,10.712,93.703
421,07/16/22 06:00:00,11.127,97.887
422,07/16/22 06:30:00,11.467,97.905
423,07/16/22 07:00:00,12.268,98.099
424,07/16/22 07:30:00,12.823,94.100
425,07/16/22 08:00:00,14.337,88.172
426,07/16/22 08:30:00,14.242,88.760
427,07/16/22 09:00:00,15.461,82.298
428,07/16/22 09:30:00,15.390,81.705
429,07/16/22 10:00:00,16.344,77.324
430,07/16/22 10:30:00,17.439,72.887
431,07/16/22 11:00:00,17.510,71.894
432,07/16/22 11:30:00,18.771,68.408
433,07/16/22 12:00:00,20.841,63.634
434,07/16/22 12:30:00,21.413,59.790
435,07/16/22 13:00:00,22.585,56.589
436,07/16/22 13:30:00,22.441,57.464
437,07/16/22 14:00:00,21.461,59.248
438,07/16/22 14:30:00,20.817,62.908
439,07/16/22 15:00:00,20.650,63.722
440,07/16/22 15:30:00,20.531,61.411
441,07/16/22 16:00:00,20.031,63.257
442,07/16/22 16:30:00,18.818,65.467
443,07/16/22 17:00:00,18.129,66.617
444,07/16/22 17:30:00,17.415,68.482
445,07/16/22 18:00:00,16.749,67.981
446,07/16/22 18:30:00,14.601,74.319
447,07/16/22 19:00:00,14.098,76.381
448,07/16/22 19:30:00,13.161,79.594
449,07/16/22 20:00:00,12.944,81.273
450,07/16/22 20:30:00,12.171,86.190
451,07/16/22 21:00:00,11.394,89.954
452,07/16/22 21:30:00,11.005,91.414
453,07/16/22 22:00:00,10.810,92.806
454,07/16/22 22:30:00,10.590,94.130
455,07/16/22 23:00:00,10.296,94.891
456,07/16/22 23:30:00,10.001,95.293
457,07/17/22 00:00:00,9.756,94.874
458,07/17/22 00:30:00,9.657,94.620
459,07/17/22 01:00:00,9.312,95.185
460,07/17/22 01:30:00,8.965,96.721
461,07/17/22 02:00:00,8.717,97.575
462,07/17/22 02:30:00,8.419,97.666
463,07/17/22 03:00:00,8.120,97.435
464,07/17/22 03:30:00,7.920,96.810
465,07/17/22 04:00:00,7.820,96.211
466,07/17/22 04:30:00,7.795,96.254
467,07/17/22 05:00:00,7.519,94.481
468,07/17/22 05:30:00,7.670,93.918
469,07/17/22 06:00:00,7.920,90.221
470,07/17/22 06:30:00,8.145,89.557
471,07/17/22 07:00:00,9.485,82.522
472,07/17/22 07:30:00,10.712,75.043
473,07/17/22 08:00:00,10.956,74.062
474,07/17/22 08:30:00,11.710,71.062
475,07/17/22 09:00:00,11.565,68.157
476,07/17/22 09:30:00,11.297,69.250
477,07/17/22 10:00:00,11.977,66.998
478,07/17/22 10:30:00,13.233,62.294
479,07/17/22 11:00:00,13.497,62.633
480,07/17/22 11:30:00,14.409,59.313
481,07/17/22 12:00:00,16.058,52.710
482,07/17/22 12:30:00,17.344,52.337
483,07/17/22 13:00:00,16.558,55.264
484,07/17/22 13:30:00,13.882,61.310
485,07/17/22 14:00:00,17.082,53.625
486,07/17/22 14:30:00,13.570,63.821
487,07/17/22 15:00:00,15.031,60.905
488,07/17/22 15:30:00,17.415,51.821
489,07/17/22 16:00:00,14.050,59.494
490,07/17/22 16:30:00,13.714,61.696
491,07/17/22 17:00:00,13.064,64.319
492,07/17/22 17:30:00,12.534,69.597
493,07/17/22 18:00:00,14.505,59.865
494,07/17/22 18:30:00,14.601,61.369
495,07/17/22 19:00:00,12.050,71.127
496,07/17/22 19:30:00,11.759,70.759
497,07/17/22 20:00:00,10.247,78.061
498,07/17/22 20:30:00,9.756,82.691
499,07/17/22 21:00:00,9.534,84.718
500,07/17/22 21:30:00,9.287,88.858
501,07/17/22 22:00:00,9.015,90.033
502,07/17/22 22:30:00,8.767,91.564
503,07/17/22 23:00:00,8.494,92.565
504,07/17/22 23:30:00,8.170,92.481
505,07/18/22 00:00:00,7.970,93.088
506,07/18/22 00:30:00,7.820,93.226
507,07/18/22 01:00:00,7.368,95.391
508,07/18/22 01:30:00,7.066,96.279
509,07/18/22 02:00:00,6.560,96.660
510,07/18/22 02:30:00,6.331,96.992
511,07/18/22 03:00:00,6.128,96.739
512,07/18/22 03:30:00,5.616,96.893
513,07/18/22 04:00:00,5.745,97.689
514,07/18/22 04:30:00,5.437,97.579
515,07/18/22 05:00:00,5.179,97.702
516,07/18/22 05:30:00,4.869,97.811
517,07/18/22 06:00:00,4.947,97.052
518,07/18/22 06:30:00,6.153,92.864
519,07/18/22 07:00:00,6.611,92.278
520,07/18/22 07:30:00,7.469,93.260
521,07/18/22 08:00:00,8.419,90.783
522,07/18/22 08:30:00,9.287,88.962
523,07/18/22 09:00:00,10.638,84.711
524,07/18/22 09:30:00,13.137,76.154
525,07/18/22 10:00:00,13.810,72.093
526,07/18/22 10:30:00,15.055,67.179
527,07/18/22 11:00:00,16.415,63.037
528,07/18/22 11:30:00,17.891,58.720
529,07/18/22 12:00:00,19.127,56.166
530,07/18/22 12:30:00,20.079,51.816
531,07/18/22 13:00:00,20.746,52.564
532,07/18/22 13:30:00,21.437,51.627
533,07/18/22 14:00:00,22.609,47.895
534,07/18/22 14:30:00,22.034,49.787
535,07/18/22 15:00:00,22.226,48.355
536,07/18/22 15:30:00,22.920,47.105
537,07/18/22 16:00:00,22.321,45.559
538,07/18/22 16:30:00,21.819,46.808
539,07/18/22 17:00:00,21.939,45.416
540,07/18/22 17:30:00,21.724,47.305
541,07/18/22 18:00:00,21.557,50.481
542,07/18/22 18:30:00,20.984,51.972
543,07/18/22 19:00:00,20.460,55.471
544,07/18/22 19:30:00,19.722,59.675
545,07/18/22 20:00:00,19.151,61.368
546,07/18/22 20:30:00,16.606,69.931
547,07/18/22 21:00:00,13.738,82.050
548,07/18/22 21:30:00,11.929,87.590
549,07/18/22 22:00:00,11.200,88.650
550,07/18/22 22:30:00,10.492,91.748
551,07/18/22 23:00:00,10.932,85.365
552,07/18/22 23:30:00,12.582,75.063
553,07/19/22 00:00:00,13.137,65.410
554,07/19/22 00:30:00,13.738,61.019
555,07/19/22 01:00:00,12.558,63.588
556,07/19/22 01:30:00,12.630,66.075
557,07/19/22 02:00:00,11.516,77.204
558,07/19/22 02:30:00,10.320,81.475
559,07/19/22 03:00:00,10.026,70.877
560,07/19/22 03:30:00,10.149,68.579
561,07/19/22 04:00:00,10.638,65.834
562,07/19/22 04:30:00,10.980,66.874
563,07/19/22 05:00:00,9.460,80.743
564,07/19/22 05:30:00,10.810,67.216
565,07/19/22 06:00:00,11.710,67.496
566,07/19/22 06:30:00,13.497,58.958
567,07/19/22 07:00:00,16.915,49.049
568,07/19/22 07:30:00,19.865,44.304
569,07/19/22 08:00:00,21.294,44.826
570,07/19/22 08:30:00,22.369,45.372
571,07/19/22 09:00:00,23.617,42.874
572,07/19/22 09:30:00,25.380,39.110
573,07/19/22 10:00:00,26.329,36.955
574,07/19/22 10:30:00,27.235,35.408
575,07/19/22 11:00:00,27.112,35.731
576,07/19/22 11:30:00,27.136,35.700
577,07/19/22 12:00:00,27.604,38.147
578,07/19/22 12:30:00,28.593,35.705
579,07/19/22 13:00:00,29.365,33.586
580,07/19/22 13:30:00,28.891,35.835
581,07/19/22 14:00:00,28.518,37.874
582,07/19/22 14:30:00,28.816,39.635
583,07/19/22 15:00:00,28.468,40.362
584,07/19/22 15:30:00,27.505,43.776
585,07/19/22 16:00:00,26.867,43.964
586,07/19/22 16:30:00,25.987,46.520
587,07/19/22 17:00:00,25.258,48.712
588,07/19/22 17:30:00,24.919,49.116
589,07/19/22 18:00:00,24.871,49.460
590,07/19/22 18:30:00,24.629,49.365
591,07/19/22 19:00:00,24.050,50.307
592,07/19/22 19:30:00,23.689,51.462
593,07/19/22 20:00:00,22.609,54.356
594,07/19/22 20:30:00,19.888,61.699
595,07/19/22 21:00:00,17.391,70.195
596,07/19/22 21:30:00,15.581,75.506
597,07/19/22 22:00:00,13.810,83.263
598,07/19/22 22:30:00,13.305,86.164
599,07/19/22 23:00:00,12.944,87.012
600,07/19/22 23:30:00,12.534,86.036
601,07/20/22 00:00:00,11.856,88.390
602,07/20/22 00:30:00,11.807,87.138
603,07/20/22 01:00:00,11.419,86.807
604,07/20/22 01:30:00,10.198,90.873
605,07/20/22 02:00:00,9.829,93.217
606,07/20/22 02:30:00,10.001,94.382
607,07/20/22 03:00:00,9.731,95.574
608,07/20/22 03:30:00,9.361,96.429
609,07/20/22 04:00:00,9.312,96.115
610,07/20/22 04:30:00,8.618,92.877
611,07/20/22 05:00:00,7.970,89.333
612,07/20/22 05:30:00,8.792,72.094
613,07/20/22 06:00:00,9.928,65.131
614,07/20/22 06:30:00,12.437,55.618
615,07/20/22 07:00:00,14.697,56.382
616,07/20/22 07:30:00,17.510,52.576
617,07/20/22 08:00:00,18.509,60.329
618,07/20/22 08:30:00,20.698,50.899
619,07/20/22 09:00:00,22.681,46.627
620,07/20/22 09:30:00,24.195,41.769
621,07/20/22 10:00:00,25.016,30.638
622,07/20/22 10:30:00,26.158,22.903
623,07/20/22 11:00:00,26.867,28.209
624,07/20/22 11:30:00,28.642,27.112
625,07/20/22 12:00:00,29.740,24.566
626,07/20/22 12:30:00,30.041,27.907
